Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
HP1502401_A5	(1.0, 12.860851069518525)	(2.0, 4.35703417571345)	(3.0, 2.820806471594766)	(4.0, 2.1703563389192193)	(5.0, 1.7492032771658026)	(6.0, 1.5655850177411688)	(7.0, 1.4370490862859606)	(8.0, 1.2186776414723435)	(9.0, 1.0926635044155077)	('>10', 22.66837322990342)	('>50', 11.41189530104217)	('>100', 20.49856679801394)	('>500', 3.745033553749792)	('>1k', 3.4119609547883565)	('>5k', 0.5539503768520656)	('>10k+', 8.437993202823515)
HP1502401_A6	(1.0, 39.54226179224639)	(2.0, 10.140876094273297)	(3.0, 4.4330055830771)	(4.0, 2.6702102419105973)	(5.0, 1.7935010234633997)	(6.0, 1.3657872681597591)	(7.0, 1.0821642417700394)	(8.0, 0.9555729748564495)	(9.0, 0.8040118461586173)	('>10', 11.44121852122336)	('>50', 5.056327947707785)	('>100', 11.967018817089386)	('>500', 4.032206120797601)	('>1k', 3.3637896513876044)	('>5k', 1.3520478758785561)	('>10k+', 0.0)
HP1502401_A7	(1.0, 38.83431332272397)	(2.0, 11.954427685464083)	(3.0, 5.483558214468537)	(4.0, 3.059090336081163)	(5.0, 1.9755116244285047)	(6.0, 1.3856433214348374)	(7.0, 1.0848421399071255)	(8.0, 0.8765015767379523)	(9.0, 0.7429509838933913)	('>10', 10.697489299715608)	('>50', 4.588008095037759)	('>100', 10.805434105161668)	('>500', 3.1544541984913117)	('>1k', 3.884124107058818)	('>5k', 1.0197309865582926)	('>10k+', 0.45392000283701495)
HP1502401_B1	(1.0, 37.5042570872605)	(2.0, 9.782997582328996)	(3.0, 4.18670562109357)	(4.0, 2.3208687122207925)	(5.0, 1.5883662558588942)	(6.0, 1.2501652371880911)	(7.0, 0.968847260970185)	(8.0, 0.7975732974302929)	(9.0, 0.7276681045730807)	('>10', 11.3332767632255)	('>50', 4.878653728092144)	('>100', 9.895755596178411)	('>500', 4.270528098860686)	('>1k', 7.700689000691876)	('>5k', 1.0360387032978169)	('>10k+', 1.7576089507292039)
HP1502401_B10	(1.0, 38.45165127098623)	(2.0, 9.56364509956332)	(3.0, 4.067538221829471)	(4.0, 2.2106550932998887)	(5.0, 1.5402024039394617)	(6.0, 1.1744582806215562)	(7.0, 0.9706399528654366)	(8.0, 0.8879473341456424)	(9.0, 0.776143007223611)	('>10', 14.089152852230352)	('>50', 6.433549237786318)	('>100', 12.205489685434326)	('>500', 2.0369068245991597)	('>1k', 1.5883800300902788)	('>5k', 0.47166558191185554)	('>10k+', 3.5319751234730843)
HP1502401_B16	(1.0, 38.76079639343571)	(2.0, 8.511052635334037)	(3.0, 3.4733577818393533)	(4.0, 2.0291066137742324)	(5.0, 1.4306804331138758)	(6.0, 1.1523331859685264)	(7.0, 0.918188325222391)	(8.0, 0.785049099316159)	(9.0, 0.7136106776025721)	('>10', 11.627001065312516)	('>50', 5.988912579399346)	('>100', 16.195810137998546)	('>500', 4.296026620317447)	('>1k', 3.572106469714003)	('>5k', 0.5459679816513302)	('>10k+', 0.0)
HP1502401_B17	(1.0, 42.619443364706434)	(2.0, 11.286300526396769)	(3.0, 5.191294716909108)	(4.0, 3.1073509712868352)	(5.0, 2.145296312292799)	(6.0, 1.7131583553993246)	(7.0, 1.3860079306060633)	(8.0, 1.097897225750445)	(9.0, 1.0133061972721145)	('>10', 12.729668426487997)	('>50', 4.207675704286706)	('>100', 9.233154517086458)	('>500', 2.4949197041027467)	('>1k', 1.7745260474162121)	('>5k', 0.0)	('>10k+', 0.0)
HP1502401_B18	(1.0, 40.68858463629142)	(2.0, 11.804636931790757)	(3.0, 5.092424060386253)	(4.0, 2.704673371845005)	(5.0, 1.6747450665535057)	(6.0, 1.2296297710551796)	(7.0, 0.937209577096985)	(8.0, 0.8271204067709729)	(9.0, 0.7074007533331518)	('>10', 10.35669634990888)	('>50', 4.311145295149989)	('>100', 10.573810190837673)	('>500', 3.738739263586565)	('>1k', 4.1954839440684)	('>5k', 1.1577003813252635)	('>10k+', 0.0)
HP1502401_B20	(1.0, 47.046965864324946)	(2.0, 12.832673117516844)	(3.0, 5.164918768026941)	(4.0, 2.815594729629379)	(5.0, 1.8047480522922494)	(6.0, 1.345110252663924)	(7.0, 1.063934410754207)	(8.0, 0.9195751817804616)	(9.0, 0.779289600912364)	('>10', 11.570338671733445)	('>50', 5.342522752602087)	('>100', 7.64306679770756)	('>500', 0.4690373863571769)	('>1k', 1.202224413698416)	('>5k', 0.0)	('>10k+', 0.0)
HP1502401_B21	(1.0, 43.80144938044577)	(2.0, 11.025895876750544)	(3.0, 4.716924854293507)	(4.0, 2.7958439096763916)	(5.0, 1.8561545532392774)	(6.0, 1.4259470331659496)	(7.0, 1.1415151529945717)	(8.0, 0.9385824871228641)	(9.0, 0.8002948357222619)	('>10', 11.303753773980587)	('>50', 5.05837083467434)	('>100', 9.846392177941357)	('>500', 2.7195621852534044)	('>1k', 2.2793573765196946)	('>5k', 0.28995556821948515)	('>10k+', 0.0)
HP1502401_B23	(1.0, 46.25391022178316)	(2.0, 11.093610951624742)	(3.0, 4.5658415247409705)	(4.0, 2.4749955789596805)	(5.0, 1.6848475006490469)	(6.0, 1.202973100560876)	(7.0, 0.9867037641767862)	(8.0, 0.8016100635826008)	(9.0, 0.7195159510394988)	('>10', 10.738208138415368)	('>50', 4.551563439988205)	('>100', 7.934416062544261)	('>500', 2.8568874330725813)	('>1k', 3.4237114170937755)	('>5k', 0.7112048517684715)	('>10k+', 0.0)
HP1502401_B24	(1.0, 45.042588806985925)	(2.0, 11.067762751567088)	(3.0, 4.667886257628813)	(4.0, 2.6195649036339965)	(5.0, 1.7758449273846848)	(6.0, 1.3522014090513523)	(7.0, 1.1106329349666764)	(8.0, 0.944282332992438)	(9.0, 0.7806213525239266)	('>10', 11.056728963249713)	('>50', 3.9285216286315072)	('>100', 7.148863215035038)	('>500', 4.054319427742777)	('>1k', 4.034018829749788)	('>5k', 0.41616225885628644)	('>10k+', 0.0)
HP1502401_B5	(1.0, 49.311566343059084)	(2.0, 10.865053074787863)	(3.0, 4.370606767616817)	(4.0, 2.4878988763948535)	(5.0, 1.7043586005912479)	(6.0, 1.3633516867039783)	(7.0, 1.1015398777814698)	(8.0, 0.9020450879278429)	(9.0, 0.8109974543671563)	('>10', 10.34642383614015)	('>50', 4.231518404817862)	('>100', 9.341437446653602)	('>500', 2.5137162460357763)	('>1k', 0.6494862971222349)	('>5k', 0.0)	('>10k+', 0.0)
HP1502401_B7	(1.0, 35.859622810661165)	(2.0, 8.670478279838036)	(3.0, 3.7420655367424107)	(4.0, 2.315732781115023)	(5.0, 1.6891343828066885)	(6.0, 1.3243053340231135)	(7.0, 1.0403504737770175)	(8.0, 0.8935666882860445)	(9.0, 0.8500097484273076)	('>10', 11.656240352634414)	('>50', 5.65165005017305)	('>100', 14.957399543289457)	('>500', 6.22346049201248)	('>1k', 4.61189752218585)	('>5k', 0.5140860040279406)	('>10k+', 0.0)
HP1502401_B8	(1.0, 40.4786017280772)	(2.0, 10.615851725194293)	(3.0, 4.270758783557642)	(4.0, 2.191608131952723)	(5.0, 1.4022216865140058)	(6.0, 1.0297955470618585)	(7.0, 0.8028849827832493)	(8.0, 0.6375512302251417)	(9.0, 0.5239661441818971)	('>10', 7.427652230988173)	('>50', 3.129588671539439)	('>100', 9.512164223269833)	('>500', 5.32828852480699)	('>1k', 10.516468944980417)	('>5k', 2.1325974448671556)	('>10k+', 0.0)
HP1502401_C1	(1.0, 49.88389676845665)	(2.0, 10.338891935701678)	(3.0, 4.56744333440326)	(4.0, 2.888392678432371)	(5.0, 2.091355850435325)	(6.0, 1.643866054756056)	(7.0, 1.2886719160041895)	(8.0, 1.081311645419316)	(9.0, 0.9992693279762026)	('>10', 12.56196210657537)	('>50', 4.0630108873798125)	('>100', 6.867594775269828)	('>500', 1.1393622044553187)	('>1k', 0.5849705147346147)	('>5k', 0.0)	('>10k+', 0.0)
HP1502401_C10	(1.0, 39.60472302044405)	(2.0, 9.663862113895997)	(3.0, 4.232315476944403)	(4.0, 2.419813134268411)	(5.0, 1.611117668763361)	(6.0, 1.2623009993214924)	(7.0, 0.9931941555568307)	(8.0, 0.8612190289096122)	(9.0, 0.7351638264730401)	('>10', 10.653223814182898)	('>50', 4.835989352356033)	('>100', 9.577651493996775)	('>500', 4.217214712719488)	('>1k', 8.479472987724597)	('>5k', 0.30787230047309283)	('>10k+', 0.544865913969905)
HP1502401_C14	(1.0, 41.87239997394404)	(2.0, 9.89997308304082)	(3.0, 4.214635774198377)	(4.0, 2.4170744095226167)	(5.0, 1.6668310220137947)	(6.0, 1.242008236640713)	(7.0, 0.9988026413159202)	(8.0, 0.8782775103092308)	(9.0, 0.6922238952569519)	('>10', 9.305677421561978)	('>50', 4.195430371613654)	('>100', 12.565682263690633)	('>500', 4.8163711105432325)	('>1k', 5.234612286348035)	('>5k', 0.0)	('>10k+', 0.0)
HP1502401_C16	(1.0, 44.89580151328493)	(2.0, 8.836495420195291)	(3.0, 3.4842194776058695)	(4.0, 2.1192731580806217)	(5.0, 1.4823577051730445)	(6.0, 1.135096773407823)	(7.0, 0.9634360477048338)	(8.0, 0.744935939361966)	(9.0, 0.6533304103656159)	('>10', 11.473005387993746)	('>50', 6.1066748399776545)	('>100', 14.160858861176791)	('>500', 2.9089980501597754)	('>1k', 1.0355164155120837)	('>5k', 0.0)	('>10k+', 0.0)
HP1502401_C18	(1.0, 35.38377945377864)	(2.0, 10.274235732553842)	(3.0, 4.716784152658431)	(4.0, 2.8119375026474445)	(5.0, 1.9357250351697954)	(6.0, 1.3978941002336138)	(7.0, 1.1502072161292456)	(8.0, 0.9398079600659899)	(9.0, 0.9221715393136001)	('>10', 11.401362402115694)	('>50', 4.92350351355817)	('>100', 10.51849641238011)	('>500', 4.955542017212184)	('>1k', 7.754183763838109)	('>5k', 0.9143691983450976)	('>10k+', 0.0)
HP1502401_C20	(1.0, 38.39174372172405)	(2.0, 9.176878381740254)	(3.0, 3.9553745751739173)	(4.0, 2.3276371125139037)	(5.0, 1.54992157819685)	(6.0, 1.2062911080829706)	(7.0, 0.9938404157237333)	(8.0, 0.7816620652067384)	(9.0, 0.6945645541288964)	('>10', 9.827164325047734)	('>50', 4.08243442831528)	('>100', 9.855244147134123)	('>500', 5.754366809983791)	('>1k', 11.402876777027737)	('>5k', 0.0)	('>10k+', 0.0)
HP1502401_C21	(1.0, 39.675167892558214)	(2.0, 11.604620346308549)	(3.0, 5.170109506797913)	(4.0, 2.8749571297644017)	(5.0, 1.9146797807316103)	(6.0, 1.4451387600428922)	(7.0, 1.0976679994734462)	(8.0, 0.9175012101682294)	(9.0, 0.8171401475015784)	('>10', 11.426360619857466)	('>50', 5.01352941281673)	('>100', 10.73670375123192)	('>500', 3.3477889697657317)	('>1k', 2.580093110114411)	('>5k', 0.8200851487442172)	('>10k+', 0.5584562141227214)
HP1502401_C4	(1.0, 46.97144291922824)	(2.0, 11.271643436569837)	(3.0, 4.30965181332494)	(4.0, 2.2086927572157316)	(5.0, 1.4780825172635472)	(6.0, 1.093435284156205)	(7.0, 0.8451379108086278)	(8.0, 0.7003232251136418)	(9.0, 0.6050849047566704)	('>10', 8.971405386266332)	('>50', 4.60205339666935)	('>100', 11.906348391117563)	('>500', 2.6279350632187763)	('>1k', 1.5404646976588074)	('>5k', 0.868298296631681)	('>10k+', 0.0)
HP1502401_C5	(1.0, 38.863413293217185)	(2.0, 11.860262306980928)	(3.0, 5.2834496460611104)	(4.0, 2.8180017334945244)	(5.0, 1.8116588532676943)	(6.0, 1.2982917744120235)	(7.0, 0.9759986436891351)	(8.0, 0.8230809564658074)	(9.0, 0.690114821509455)	('>10', 8.921642248475022)	('>50', 3.0389593753216273)	('>100', 6.613053738540618)	('>500', 3.690875704705242)	('>1k', 11.147122153028908)	('>5k', 1.3219089488768931)	('>10k+', 0.8421658019538129)
HP1502401_C6	(1.0, 41.13986931662604)	(2.0, 8.467799715771747)	(3.0, 3.59890549074759)	(4.0, 2.1291354195643546)	(5.0, 1.485391726054567)	(6.0, 1.2294951611271878)	(7.0, 0.9729137007902818)	(8.0, 0.7774030731707896)	(9.0, 0.7044157855730734)	('>10', 11.024438255991093)	('>50', 4.834455767515735)	('>100', 11.275906674929063)	('>500', 4.850901394855291)	('>1k', 6.835078992615908)	('>5k', 0.6738895246672859)	('>10k+', 0.0)
HP1502401_C7	(1.0, 33.11629733566467)	(2.0, 9.988641854034528)	(3.0, 4.612473585972939)	(4.0, 2.781388055376831)	(5.0, 1.8937237535409255)	(6.0, 1.3706648255378124)	(7.0, 1.1177235740736517)	(8.0, 0.9837261412757117)	(9.0, 0.8540304901697545)	('>10', 11.84674293932176)	('>50', 4.697003873640291)	('>100', 9.90622408724696)	('>500', 4.262826161009907)	('>1k', 10.442415964877501)	('>5k', 1.2960704580493012)	('>10k+', 0.8300469002074491)
HP1502401_C8	(1.0, 50.03327885287422)	(2.0, 8.005464586356727)	(3.0, 3.0405170341933614)	(4.0, 1.635371195019671)	(5.0, 1.1466697763342812)	(6.0, 0.8806261786025782)	(7.0, 0.6818002802683113)	(8.0, 0.6134249510348662)	(9.0, 0.5254800518477413)	('>10', 7.637586482928555)	('>50', 3.2348979122454526)	('>100', 8.82478551575463)	('>500', 6.400006427709962)	('>1k', 7.3400907548296574)	('>5k', 0.0)	('>10k+', 0.0)
HP1502401_D1	(1.0, 33.827901282817564)	(2.0, 11.372837778461689)	(3.0, 5.827945951574664)	(4.0, 3.3933022931309855)	(5.0, 2.2272838496630496)	(6.0, 1.590023827909624)	(7.0, 1.2084829589563444)	(8.0, 1.03919965161944)	(9.0, 0.8740493405282793)	('>10', 14.361464999440507)	('>50', 6.022742842176105)	('>100', 8.217581461214877)	('>500', 1.1253064430479531)	('>1k', 2.410603912903576)	('>5k', 0.0)	('>10k+', 6.50127340655537)
HP1502401_D10	(1.0, 39.886977791208864)	(2.0, 10.445688913337829)	(3.0, 4.826750124516222)	(4.0, 2.956398419099757)	(5.0, 1.9972383358380252)	(6.0, 1.6210445299746312)	(7.0, 1.2780357037064705)	(8.0, 1.0523232068742303)	(9.0, 0.877079104458863)	('>10', 12.196041107666684)	('>50', 4.6317147070918105)	('>100', 10.706748298899244)	('>500', 3.850856600238833)	('>1k', 2.86377644963708)	('>5k', 0.8093267074514788)	('>10k+', 0.0)
HP1502401_D12	(1.0, 46.08718446097962)	(2.0, 11.315589062009407)	(3.0, 4.436671590861345)	(4.0, 2.2328646333839224)	(5.0, 1.4737233939736452)	(6.0, 1.069276897824633)	(7.0, 0.7959752579101902)	(8.0, 0.6345384354852889)	(9.0, 0.5421690800055832)	('>10', 7.424578337403184)	('>50', 3.141904416100304)	('>100', 7.721329936244116)	('>500', 4.612091979326563)	('>1k', 7.404644912691953)	('>5k', 1.107457605800234)	('>10k+', 0.0)
HP1502401_D16	(1.0, 47.31416835881503)	(2.0, 10.787193879278401)	(3.0, 4.029350382827696)	(4.0, 2.1917075537427713)	(5.0, 1.3896839808179435)	(6.0, 1.0384048005611113)	(7.0, 0.8992655592102186)	(8.0, 0.721136729866295)	(9.0, 0.6467130990805482)	('>10', 9.236133615810974)	('>50', 4.431739879693529)	('>100', 11.377982978679196)	('>500', 2.9714334379680643)	('>1k', 1.6532505083530653)	('>5k', 1.311835235295198)	('>10k+', 0.0)
HP1502401_D17	(1.0, 42.05989403682058)	(2.0, 9.99553110968021)	(3.0, 3.9196173292135947)	(4.0, 2.083287185216181)	(5.0, 1.3816892814614805)	(6.0, 1.1322726305534534)	(7.0, 0.9274381830395572)	(8.0, 0.853022052277494)	(9.0, 0.7763681338194104)	('>10', 12.121203134955302)	('>50', 4.834626637495938)	('>100', 9.389176287869047)	('>500', 5.052395196328241)	('>1k', 5.473478801269546)	('>5k', 0.0)	('>10k+', 0.0)
HP1502401_D18	(1.0, 47.183647753233544)	(2.0, 12.4370274752253)	(3.0, 5.478616856246517)	(4.0, 3.285479786050622)	(5.0, 2.164593790014759)	(6.0, 1.7004614182921138)	(7.0, 1.2570268222584986)	(8.0, 1.0686840900462475)	(9.0, 0.9399270660223662)	('>10', 11.57772713842611)	('>50', 4.640172229302894)	('>100', 6.839136926526998)	('>500', 0.80275035792127)	('>1k', 0.6247482904328149)	('>5k', 0.0)	('>10k+', 0.0)
HP1502401_D2	(1.0, 34.60422920819242)	(2.0, 8.560287341346223)	(3.0, 4.086919102326146)	(4.0, 2.610726932685397)	(5.0, 1.9018140331268203)	(6.0, 1.5729676945729336)	(7.0, 1.2840448674876854)	(8.0, 1.0982463124270998)	(9.0, 0.9157067030353582)	('>10', 13.961306758494436)	('>50', 5.578279672872954)	('>100', 13.249892562695642)	('>500', 5.015740427790896)	('>1k', 4.9791384040540265)	('>5k', 0.5806999788919335)	('>10k+', 0.0)
HP1502401_D20	(1.0, 43.45850837152226)	(2.0, 10.878549245320214)	(3.0, 4.312472422032224)	(4.0, 2.2960194755517365)	(5.0, 1.516385337464377)	(6.0, 1.1196274316161519)	(7.0, 0.9537077755730501)	(8.0, 0.7243728034801487)	(9.0, 0.6574825610870335)	('>10', 8.533834029113121)	('>50', 3.728142035751844)	('>100', 12.522702287699659)	('>500', 4.489693565732708)	('>1k', 3.3628603222653646)	('>5k', 0.9794977660310782)	('>10k+', 0.46614456975897284)
HP1502401_D22	(1.0, 40.514315802057794)	(2.0, 11.144002570252907)	(3.0, 4.940637629858205)	(4.0, 2.9252488991604815)	(5.0, 1.8847539640382123)	(6.0, 1.487441176147262)	(7.0, 1.204409092488076)	(8.0, 0.9488874476918947)	(9.0, 0.8206350320005653)	('>10', 11.220449158954017)	('>50', 4.290623163299511)	('>100', 7.696940347796407)	('>500', 3.853985501558089)	('>1k', 5.981019970730969)	('>5k', 1.0866502439655787)	('>10k+', 0.0)
HP1502401_D24	(1.0, 44.104987369393974)	(2.0, 13.193688374580114)	(3.0, 5.597944340710778)	(4.0, 3.1278635192125064)	(5.0, 1.8421338435024304)	(6.0, 1.3602096418096825)	(7.0, 1.0535973725588625)	(8.0, 0.8780406126745457)	(9.0, 0.7284924038103148)	('>10', 9.007485615504491)	('>50', 3.77543632019473)	('>100', 11.141048611602763)	('>500', 2.6921686143419206)	('>1k', 1.4969033601029622)	('>5k', 0.0)	('>10k+', 0.0)
HP1502401_D3	(1.0, 49.96897430171015)	(2.0, 9.932719881447419)	(3.0, 3.5997121785609765)	(4.0, 1.9697144139335154)	(5.0, 1.3174641002156202)	(6.0, 0.9615254854689806)	(7.0, 0.8103841226387026)	(8.0, 0.6727279769585353)	(9.0, 0.565263033617616)	('>10', 8.773579714611936)	('>50', 4.224557846558687)	('>100', 10.409752418726963)	('>500', 3.513285475982926)	('>1k', 2.981117724369993)	('>5k', 0.2992213251979006)	('>10k+', 0.0)
HP1502401_D4	(1.0, 41.795222891989155)	(2.0, 12.58109957540608)	(3.0, 6.289941127694326)	(4.0, 3.7286432906824674)	(5.0, 2.6488340708668408)	(6.0, 1.9856358194767814)	(7.0, 1.6097217251248814)	(8.0, 1.3223805169797704)	(9.0, 1.099855514377054)	('>10', 13.600745216547722)	('>50', 4.633497256118389)	('>100', 6.091674734539091)	('>500', 1.130305045917118)	('>1k', 0.5363709042806104)	('>5k', 0.5563813436516908)	('>10k+', 0.389690966348004)
HP1502401_D5	(1.0, 33.49155935782081)	(2.0, 8.892040364397223)	(3.0, 3.9972998719302315)	(4.0, 2.462160783601551)	(5.0, 1.7597451472609351)	(6.0, 1.3738511173676622)	(7.0, 1.0971921924486596)	(8.0, 0.871197589630786)	(9.0, 0.7325132221173862)	('>10', 9.891677673895023)	('>50', 3.8336665899062385)	('>100', 11.981782769601585)	('>500', 6.94279829875227)	('>1k', 11.210132780037066)	('>5k', 1.4623822412326115)	('>10k+', 0.0)
HP1502401_D6	(1.0, 41.73342773340965)	(2.0, 11.100437665160449)	(3.0, 4.811457174755698)	(4.0, 2.702881308355111)	(5.0, 1.8352859403586128)	(6.0, 1.3097240241694004)	(7.0, 1.0950245256459277)	(8.0, 0.8745565675549035)	(9.0, 0.7227241098134304)	('>10', 10.5560182196733)	('>50', 4.510071606228331)	('>100', 10.864177417355435)	('>500', 4.010495643969699)	('>1k', 3.3926338540274736)	('>5k', 0.48108420952255976)	('>10k+', 0.0)
HP1502401_D8	(1.0, 46.49736334038641)	(2.0, 14.490446775239473)	(3.0, 6.339492377742017)	(4.0, 3.5028127152281)	(5.0, 2.284443582506128)	(6.0, 1.5953367799266105)	(7.0, 1.1456472419498642)	(8.0, 0.939303692813848)	(9.0, 0.7481050710396159)	('>10', 8.722608150106291)	('>50', 3.009224440869264)	('>100', 8.028754363363216)	('>500', 1.7949072443267984)	('>1k', 0.9015542245023803)	('>5k', 0.0)	('>10k+', 0.0)
HP1502401_E10	(1.0, 37.357753294338266)	(2.0, 11.312256260930734)	(3.0, 5.256071462034462)	(4.0, 2.85652734524829)	(5.0, 1.9449847621474996)	(6.0, 1.4631326099033872)	(7.0, 1.1349951211197373)	(8.0, 0.9437928850407763)	(9.0, 0.8542126714803292)	('>10', 11.265749294918557)	('>50', 5.236526529625558)	('>100', 11.32002693112704)	('>500', 4.139018328910772)	('>1k', 4.114695964605546)	('>5k', 0.8002565385690448)	('>10k+', 0.0)
HP1502401_E11	(1.0, 42.40401872634951)	(2.0, 11.093350536582742)	(3.0, 4.719832724321177)	(4.0, 2.6527344129699406)	(5.0, 1.7345021644833238)	(6.0, 1.283301387796984)	(7.0, 1.0318766879356516)	(8.0, 0.8350558152508262)	(9.0, 0.7138996096811168)	('>10', 10.039069925036927)	('>50', 4.466328016530932)	('>100', 12.531910149375076)	('>500', 3.546486072714002)	('>1k', 2.947633770971813)	('>5k', 0.0)	('>10k+', 0.0)
HP1502401_E14	(1.0, 56.69395000965126)	(2.0, 12.156648953379577)	(3.0, 4.525780450917525)	(4.0, 2.472800794416914)	(5.0, 1.6080937764020455)	(6.0, 1.2253230908697799)	(7.0, 0.9486454783090998)	(8.0, 0.8127137306796796)	(9.0, 0.7238140268988948)	('>10', 8.861141467735505)	('>50', 3.212975411361776)	('>100', 4.854827744223776)	('>500', 0.56815709130052)	('>1k', 0.8467893107171115)	('>5k', 0.488338663136503)	('>10k+', 0.0)
HP1502401_E16	(1.0, 49.969228182607864)	(2.0, 9.884120698936389)	(3.0, 3.987526446658313)	(4.0, 2.362887083174851)	(5.0, 1.656078678181283)	(6.0, 1.3088036599305755)	(7.0, 1.0411317590080595)	(8.0, 0.9057970049103369)	(9.0, 0.8949830693705578)	('>10', 13.5127392854729)	('>50', 6.150379719345333)	('>100', 7.36262331509237)	('>500', 0.5033330310217838)	('>1k', 0.46036806628938903)	('>5k', 0.0)	('>10k+', 0.0)
HP1502401_E17	(1.0, 45.24097861190674)	(2.0, 12.39145956993654)	(3.0, 5.496453621789488)	(4.0, 2.9651285628181006)	(5.0, 1.9571899109855344)	(6.0, 1.5023880236205034)	(7.0, 1.1287139060822282)	(8.0, 0.9403320067909466)	(9.0, 0.8100962214013672)	('>10', 11.32541499888748)	('>50', 4.769063620389109)	('>100', 8.638262725213561)	('>500', 1.5593741008741537)	('>1k', 1.2751441193042559)	('>5k', 0.0)	('>10k+', 0.0)
HP1502401_E19	(1.0, 41.557630083914404)	(2.0, 9.683619305355759)	(3.0, 4.16776710382018)	(4.0, 2.44189643966788)	(5.0, 1.729694251448561)	(6.0, 1.297462858401333)	(7.0, 1.047478410531456)	(8.0, 0.8779877020873144)	(9.0, 0.7260801282764869)	('>10', 11.827696534857717)	('>50', 5.281014395311218)	('>100', 9.431014641175771)	('>500', 3.593608070117791)	('>1k', 5.391241512364837)	('>5k', 0.9458085626692514)	('>10k+', 0.0)
HP1502401_E2	(1.0, 34.80146448192759)	(2.0, 10.17728300429735)	(3.0, 5.285897858079076)	(4.0, 3.338590249050908)	(5.0, 2.558285950941124)	(6.0, 1.9846004227641274)	(7.0, 1.626172948387044)	(8.0, 1.3773886820415966)	(9.0, 1.1566466867815142)	('>10', 15.88717745978267)	('>50', 6.024796184715842)	('>100', 11.208037820029991)	('>500', 2.567446830763832)	('>1k', 2.006211420437352)	('>5k', 0.0)	('>10k+', 0.0)
HP1502401_E20	(1.0, 43.84169790822896)	(2.0, 9.86373402003279)	(3.0, 4.502355951800343)	(4.0, 2.843057955006059)	(5.0, 2.0668986778177567)	(6.0, 1.5900222759285345)	(7.0, 1.332517022577836)	(8.0, 1.1554613298274825)	(9.0, 0.9880285469476785)	('>10', 12.13353675892668)	('>50', 4.536255392480935)	('>100', 10.536446258119392)	('>500', 2.4302937804501403)	('>1k', 2.1796941218554187)	('>5k', 0.0)	('>10k+', 0.0)
HP1502401_E21	(1.0, 44.80400365910944)	(2.0, 11.173463681144119)	(3.0, 4.698227410260389)	(4.0, 2.460861648036811)	(5.0, 1.6915257592835617)	(6.0, 1.2454858897687138)	(7.0, 0.9969817186966191)	(8.0, 0.8395642061000219)	(9.0, 0.6966937928653694)	('>10', 9.078384474217845)	('>50', 3.526408835035673)	('>100', 9.797623696058453)	('>500', 4.253761421372777)	('>1k', 4.73701380805018)	('>5k', 0.0)	('>10k+', 0.0)
