Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
AZ_C10 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0004636846079121596)	(13, 0.0005409653758975195)	(14, 0.0006955269118682394)	(15, 0.0008500884478389592)	(16, 0.0008500884478389592)	(17, 0.0008500884478389592)	(18, 0.0010046499838096792)	(19, 0.0013137730557511188)	(20, 0.0017001768956779184)	(21, 0.002241142271575438)	(22, 0.003554915327326557)	(23, 0.005023249919048395)	(24, 0.008269042174433512)	(25, 0.012905888253555108)	(26, 0.02403431884344694)	(27, 0.08276770251232049)	(28, 0.1857056854688199)	(29, 0.30773201811770323)	(30, 0.4478420504751608)	(31, 0.7321579958933)	(32, 1.1555020429171017)
AZ_C10 - polya	(1, 0.03902678783260677)	(2, 0.043586353143743)	(3, 0.0497688145825718)	(4, 0.05595127602140059)	(5, 0.06831619889905818)	(6, 0.07820813720118425)	(7, 0.08531796785583737)	(8, 0.09211867543854904)	(9, 0.10347894833239694)	(10, 0.1259676518161367)	(11, 0.1602803128016365)	(12, 0.21847273109461252)	(13, 0.26793242260524286)	(14, 0.3411945906553641)	(15, 0.4110564049141295)	(16, 0.48339120374842637)	(17, 0.5384151105540026)	(18, 0.6000851634063199)	(19, 0.6493902933809795)	(20, 0.702327619450951)	(21, 0.7531010840173326)	(22, 0.8269042174433513)	(23, 0.8857148818802102)	(24, 0.9857934764212513)	(25, 1.043676771642286)	(26, 1.1170162204603924)	(27, 1.170571792674247)	(28, 1.22598210331975)	(29, 1.2567398489779231)	(30, 1.2973895329382226)	(31, 1.3308521054758833)	(32, 1.364701081853471)
AZ_C11 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 9.232374243522336e-05)	(5, 9.232374243522336e-05)	(6, 9.232374243522336e-05)	(7, 9.232374243522336e-05)	(8, 9.232374243522336e-05)	(9, 0.00013848561365283502)	(10, 0.00023080935608805838)	(11, 0.0003692949697408934)	(12, 0.0003692949697408934)	(13, 0.00046161871217611676)	(14, 0.0005077805833937285)	(15, 0.0005539424546113401)	(16, 0.0006924280682641752)	(17, 0.0007847518106993985)	(18, 0.0008770755531346218)	(19, 0.001015561166787457)	(20, 0.0013848561365283503)	(21, 0.0019387985911396904)	(22, 0.0030466835003623706)	(23, 0.004662348992978779)	(24, 0.008632269917693383)	(25, 0.01486412253207096)	(26, 0.029081978867095355)	(27, 0.08886160209390248)	(28, 0.21719160407886295)	(29, 0.3539230666254287)	(30, 0.4910238241417354)	(31, 0.8088021456037742)	(32, 1.2033476589007013)
AZ_C11 - polya	(1, 0.061025993749682636)	(2, 0.06813492191719484)	(3, 0.07385899394817869)	(4, 0.08309136819170101)	(5, 0.10187924977726898)	(6, 0.113881336293848)	(7, 0.12703746959086734)	(8, 0.1379778330694413)	(9, 0.15201104191959525)	(10, 0.18630931223428074)	(11, 0.2260546833526444)	(12, 0.2886040188525082)	(13, 0.335227508782296)	(14, 0.403223945085838)	(15, 0.47648283470818775)	(16, 0.5516343610504595)	(17, 0.6170918944370329)	(18, 0.6870271293317146)	(19, 0.7425598604065015)	(20, 0.8086636599901214)	(21, 0.8638270960951673)	(22, 0.9290999819968703)	(23, 0.9858790835945326)	(24, 1.0526291493751991)	(25, 1.12528793467172)	(26, 1.182205521883035)	(27, 1.2315064003434444)	(28, 1.2823767824252523)	(29, 1.3189369844296008)	(30, 1.3654681506169535)	(31, 1.4045672555382704)	(32, 1.4462514252477738)
AZ_C2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 4.899258987078204e-05)	(9, 4.899258987078204e-05)	(10, 4.899258987078204e-05)	(11, 9.798517974156409e-05)	(12, 0.00019597035948312817)	(13, 0.00019597035948312817)	(14, 0.0002449629493539102)	(15, 0.0002939555392246923)	(16, 0.0003429481290954743)	(17, 0.0003429481290954743)	(18, 0.0003429481290954743)	(19, 0.0004409333088370384)	(20, 0.0005879110784493846)	(21, 0.0007838814379325127)	(22, 0.001077836977157205)	(23, 0.00215567395431441)	(24, 0.0038214220099209995)	(25, 0.007054932941392615)	(26, 0.013717925163818973)	(27, 0.05692938942984874)	(28, 0.13409271847633045)	(29, 0.22257333578296282)	(30, 0.32188131545103804)	(31, 0.5230448894604691)	(32, 0.8052422071161737)
AZ_C2 - polya	(1, 0.026260028170739174)	(2, 0.02900361320350297)	(3, 0.03174719823626677)	(4, 0.03649947945373262)	(5, 0.046444975197501376)	(6, 0.05178516749341662)	(7, 0.05707636719946108)	(8, 0.06231857431563476)	(9, 0.06809969992038704)	(10, 0.0843162471676159)	(11, 0.10513809786269827)	(12, 0.13512156286361687)	(13, 0.16652581297078817)	(14, 0.20420111458141957)	(15, 0.2482944454651234)	(16, 0.29018310980464207)	(17, 0.32589870782044217)	(18, 0.37209872006858963)	(19, 0.40688345887684485)	(20, 0.44054136811807215)	(21, 0.4785106252679282)	(22, 0.5115806234307061)	(23, 0.5482270806540511)	(24, 0.5970726927552208)	(25, 0.6409210606895707)	(26, 0.6859452507808194)	(27, 0.7166146120399289)	(28, 0.7510564027190887)	(29, 0.7772674382999571)	(30, 0.8055851552452692)	(31, 0.8324330944944577)	(32, 0.8611917447486068)
AZ_C3 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 6.32003986681148e-05)	(5, 6.32003986681148e-05)	(6, 6.32003986681148e-05)	(7, 6.32003986681148e-05)	(8, 6.32003986681148e-05)	(9, 9.48005980021722e-05)	(10, 0.0002212013953384018)	(11, 0.0002212013953384018)	(12, 0.0003792023920086888)	(13, 0.0003792023920086888)	(14, 0.0003792023920086888)	(15, 0.000474002990010861)	(16, 0.0005688035880130332)	(17, 0.0005688035880130332)	(18, 0.0005688035880130332)	(19, 0.0006320039866811479)	(20, 0.0008848055813536072)	(21, 0.001358808571364468)	(22, 0.001959212358711559)	(23, 0.00316001993340574)	(24, 0.0069836440528266855)	(25, 0.011565672956265009)	(26, 0.020919331959145998)	(27, 0.0760300795977421)	(28, 0.1723790873672831)	(29, 0.2815893762657855)	(30, 0.4088433789840346)	(31, 0.6674594103339604)	(32, 1.0373713437384362)
AZ_C3 - polya	(1, 0.040859057738936215)	(2, 0.043766276077669496)	(3, 0.04822190418377159)	(4, 0.05353073767189324)	(5, 0.06531761202349665)	(6, 0.07372326504635592)	(7, 0.07991690411583116)	(8, 0.08551013939795932)	(9, 0.09284138564346064)	(10, 0.11477192398129647)	(11, 0.14046288603988513)	(12, 0.17547590690202075)	(13, 0.21560816005627365)	(14, 0.26351406224670465)	(15, 0.3154963901512291)	(16, 0.3713655425738426)	(17, 0.4108657917414143)	(18, 0.46442812961264157)	(19, 0.5080680048929749)	(20, 0.5530350885453386)	(21, 0.597338568011687)	(22, 0.6394300335246514)	(23, 0.6863563295357267)	(24, 0.7335986275401425)	(25, 0.775721693252441)	(26, 0.8187295645460931)	(27, 0.8519729742455215)	(28, 0.8911888216190867)	(29, 0.926581044873231)	(30, 0.960140456566)	(31, 0.9926886618800791)	(32, 1.0241308602174664)
AZ_C4 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0002540038951497321)	(10, 0.00031750486893716514)	(11, 0.00031750486893716514)	(12, 0.0004445068165120312)	(13, 0.0005080077902994642)	(14, 0.0005715087640868972)	(15, 0.0005715087640868972)	(16, 0.0005715087640868972)	(17, 0.0006350097378743303)	(18, 0.0008255126592366294)	(19, 0.0010160155805989284)	(20, 0.0013335204495360936)	(21, 0.0016510253184732588)	(22, 0.0027305418728596205)	(23, 0.004318066217545446)	(24, 0.009525146068114955)	(25, 0.016700756106094887)	(26, 0.03321100929082747)	(27, 0.1040145950638153)	(28, 0.23063553679595677)	(29, 0.38862595957909013)	(30, 0.5825579335259106)	(31, 0.9274952231392468)	(32, 1.3947988892409664)
AZ_C4 - polya	(1, 0.06140544165244774)	(2, 0.06610451371271779)	(3, 0.07658217438764424)	(4, 0.08394828734698646)	(5, 0.09817250547537147)	(6, 0.10731664570076183)	(7, 0.11455575671252918)	(8, 0.12268388135732061)	(9, 0.1332250430060345)	(10, 0.15716491012389674)	(11, 0.18796288241080178)	(12, 0.23730313904363723)	(13, 0.2866433956764727)	(14, 0.37014717620694715)	(15, 0.4415857717178093)	(16, 0.4986731471527116)	(17, 0.5442033453583011)	(18, 0.5971631574970202)	(19, 0.6398358118821752)	(20, 0.6873980412489625)	(21, 0.7373733076196723)	(22, 0.8548501091264235)	(23, 0.9082544280816547)	(24, 0.9560071603698043)	(25, 1.0029978809725046)	(26, 1.046877053859621)	(27, 1.0964078134138187)	(28, 1.1459385729680165)	(29, 1.1744505101985738)	(30, 1.2107730672049857)	(31, 1.242650556046277)	(32, 1.2786556081837515)
AZ_C5 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.740578884507009e-05)	(5, 3.740578884507009e-05)	(6, 3.740578884507009e-05)	(7, 3.740578884507009e-05)	(8, 3.740578884507009e-05)	(9, 0.00011221736653521025)	(10, 0.00018702894422535044)	(11, 0.0002244347330704205)	(12, 0.0002992463107605607)	(13, 0.0002992463107605607)	(14, 0.0002992463107605607)	(15, 0.0002992463107605607)	(16, 0.00033665209960563077)	(17, 0.0003740578884507009)	(18, 0.0003740578884507009)	(19, 0.0004862752549859111)	(20, 0.0006358984103661914)	(21, 0.000897738932281682)	(22, 0.0014962315538028035)	(23, 0.002693216796845046)	(24, 0.006770447780957685)	(25, 0.011408765597746376)	(26, 0.020760212809013898)	(27, 0.07492379505667537)	(28, 0.17842561279098432)	(29, 0.2976004560513776)	(30, 0.42870774595334826)	(31, 0.7218569131321625)	(32, 1.1387818355993138)
AZ_C5 - polya	(1, 0.03082237000833775)	(2, 0.03445073152630955)	(3, 0.038153904621971484)	(4, 0.04312887453836581)	(5, 0.05427579961419669)	(6, 0.06138289949476001)	(7, 0.06706857939921067)	(8, 0.07297869403673174)	(9, 0.0802728228615204)	(10, 0.10316516563470329)	(11, 0.12886294257126643)	(12, 0.1681764266474351)	(13, 0.20273937554027988)	(14, 0.24504532272405413)	(15, 0.2932239787565044)	(16, 0.34132782321126454)	(17, 0.3777610615463628)	(18, 0.42208692132777087)	(19, 0.4581835075632635)	(20, 0.49514042694219274)	(21, 0.5327332447314882)	(22, 0.5680069036123893)	(23, 0.6082929381985297)	(24, 0.6550875800437124)	(25, 0.7042761923749795)	(26, 0.7483402116344722)	(27, 0.780247349519317)	(28, 0.8150721389340772)	(29, 0.8406951042929501)	(30, 0.8674402433171753)	(31, 0.8931380202537385)	(32, 0.9199579708556537)
AZ_C8 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 4.606549961258915e-05)	(11, 4.606549961258915e-05)	(12, 4.606549961258915e-05)	(13, 4.606549961258915e-05)	(14, 4.606549961258915e-05)	(15, 0.00013819649883776744)	(16, 0.00013819649883776744)	(17, 0.0001842619984503566)	(18, 0.0002763929976755349)	(19, 0.0003685239969007132)	(20, 0.0005988514949636589)	(21, 0.0007831134934140155)	(22, 0.001520161487215442)	(23, 0.0027178644771427597)	(24, 0.005712121951961055)	(25, 0.010134409914769613)	(26, 0.01847226534464825)	(27, 0.07241496539099014)	(28, 0.16781661508866227)	(29, 0.28081528563834346)	(30, 0.40777180257063916)	(31, 0.6613163124383298)	(32, 1.0216406504080022)
AZ_C8 - polya	(1, 0.028929133756705985)	(2, 0.03150880173501098)	(3, 0.0360692861966573)	(4, 0.04062977065830363)	(5, 0.05205401456222574)	(6, 0.060345804492491786)	(7, 0.06651858144057873)	(8, 0.07273742388827827)	(9, 0.0797854453290044)	(10, 0.09950147916319256)	(11, 0.12589701044120613)	(12, 0.16445383361694327)	(13, 0.20029279231553762)	(14, 0.24737173291960374)	(15, 0.2959708350108853)	(16, 0.34318797211378915)	(17, 0.383679546273255)	(18, 0.4285012773963043)	(19, 0.46922317905383304)	(20, 0.5103596702078752)	(21, 0.5512658338638543)	(22, 0.5873351200605117)	(23, 0.6289783317102923)	(24, 0.6851321757380384)	(25, 0.7380153692932907)	(26, 0.7877661088748871)	(27, 0.8247567050637961)	(28, 0.8643730347306228)	(29, 0.891597745001663)	(30, 0.9241660532277635)	(31, 0.9532333834833072)	(32, 0.9824849757373013)
AZ_C9 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0001755103401916924)	(11, 0.00026326551028753856)	(12, 0.00043877585047923096)	(13, 0.00043877585047923096)	(14, 0.00043877585047923096)	(15, 0.0005265310205750771)	(16, 0.0005265310205750771)	(17, 0.0006142861906709234)	(18, 0.0006142861906709234)	(19, 0.0007020413607667696)	(20, 0.0010530620411501543)	(21, 0.0016673482318210777)	(22, 0.0021061240823003085)	(23, 0.0025448999327795396)	(24, 0.004212248164600617)	(25, 0.006142861906709234)	(26, 0.010091844561022313)	(27, 0.05116126416587833)	(28, 0.13593275847846575)	(29, 0.23132262837265058)	(30, 0.3407533254821708)	(31, 0.5576841059591026)	(32, 0.8639496495936058)
AZ_C9 - polya	(1, 0.011144906602172468)	(2, 0.0127244996638977)	(3, 0.014391847895718776)	(4, 0.017463278849073394)	(5, 0.022640833884728317)	(6, 0.025975530348370475)	(7, 0.028432675111054167)	(8, 0.03141635089431294)	(9, 0.03483880252805094)	(10, 0.04457962640868987)	(11, 0.056602084711820794)	(12, 0.07590822213290696)	(13, 0.09223068377073436)	(14, 0.11425723146479175)	(15, 0.13953072045239545)	(16, 0.16348788188856148)	(17, 0.18393483652089362)	(18, 0.20999812203935994)	(19, 0.23062058701188382)	(20, 0.25413897259757057)	(21, 0.2780961340337366)	(22, 0.3020532954699026)	(23, 0.3220614742517555)	(24, 0.34338598058504616)	(25, 0.3647104869183368)	(26, 0.3909492827769948)	(27, 0.40902684781673915)	(28, 0.4264023714957167)	(29, 0.44553299857661116)	(30, 0.46659423939961425)	(31, 0.4861636423309879)	(32, 0.5057330452623616)
AZ_D12 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00010404419797529991)	(11, 0.00020808839595059983)	(12, 0.00041617679190119965)	(13, 0.00041617679190119965)	(14, 0.00041617679190119965)	(15, 0.00041617679190119965)	(16, 0.00041617679190119965)	(17, 0.0006242651878517995)	(18, 0.0006242651878517995)	(19, 0.0007283093858270993)	(20, 0.001248530375703599)	(21, 0.002393016553431898)	(22, 0.004161767919011996)	(23, 0.0066588286704191944)	(24, 0.01258934795501129)	(25, 0.02236950256468948)	(26, 0.037872088063009166)	(27, 0.13244826402255677)	(28, 0.29777449460530836)	(29, 0.5050305369721058)	(30, 0.7132229771206808)	(31, 1.0980824654313153)	(32, 1.6019685162256927)
AZ_D12 - polya	(1, 0.08968609865470852)	(2, 0.09696919251297952)	(3, 0.107893833300386)	(4, 0.12589347955011287)	(5, 0.15190452904393786)	(6, 0.16792733553213404)	(7, 0.18051668348714534)	(8, 0.19258581045228013)	(9, 0.20736008656477273)	(10, 0.25594872701923777)	(11, 0.322641057921405)	(12, 0.38985360981344874)	(13, 0.456545940715616)	(14, 0.5323941610396097)	(15, 0.6175023149834049)	(16, 0.7180090102275447)	(17, 0.7845972969317366)	(18, 0.8719944232309885)	(19, 0.9378544005493533)	(20, 1.0169279910105813)	(21, 1.1558269953076066)	(22, 1.22636896153486)	(23, 1.2997201211074465)	(24, 1.4377867718206694)	(25, 1.5389177322526608)	(26, 1.6292280960952212)	(27, 1.689781819316846)	(28, 1.750543630934421)	(29, 1.804022348693725)	(30, 1.8595819504125353)	(31, 1.921592292405814)	(32, 1.9720537284238344)
AZ_D4 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 9.789026892414679e-05)	(5, 9.789026892414679e-05)	(6, 9.789026892414679e-05)	(7, 0.00019578053784829357)	(8, 0.00019578053784829357)	(9, 0.00029367080677244036)	(10, 0.00039156107569658714)	(11, 0.00039156107569658714)	(12, 0.000489451344620734)	(13, 0.000489451344620734)	(14, 0.000489451344620734)	(15, 0.0005873416135448807)	(16, 0.0006852318824690276)	(17, 0.0006852318824690276)	(18, 0.0006852318824690276)	(19, 0.0007831221513931743)	(20, 0.0010767929581656146)	(21, 0.0011746832270897614)	(22, 0.0016641345717104954)	(23, 0.003328269143420991)	(24, 0.007831221513931744)	(25, 0.01282362522906323)	(26, 0.023004213197174495)	(27, 0.08477297288831112)	(28, 0.19441007408335553)	(29, 0.3231357777186086)	(30, 0.4671323633060285)	(31, 0.7672639278274626)	(32, 1.171746519022037)
AZ_D4 - polya	(1, 0.01889282190236033)	(2, 0.021242188356539852)	(3, 0.02339577427287108)	(4, 0.026919823954140366)	(5, 0.03455526493022382)	(6, 0.040722351872445064)	(7, 0.04542108478080411)	(8, 0.04992403715131486)	(9, 0.05393753817720488)	(10, 0.07145989631462715)	(11, 0.08868858364527699)	(12, 0.11247591899384465)	(13, 0.13822105972089527)	(14, 0.16954594577662224)	(15, 0.20057716102557677)	(16, 0.2356218773004213)	(17, 0.26459739690196876)	(18, 0.30541763904333796)	(19, 0.3342952683759613)	(20, 0.3665990571209297)	(21, 0.3962598086049462)	(22, 0.42455009632402463)	(23, 0.45470029915266186)	(24, 0.4975762369414381)	(25, 0.5314462699891929)	(26, 0.568840352718217)	(27, 0.593508700487102)	(28, 0.6205264147101665)	(29, 0.6417686030667064)	(30, 0.6651643773395775)	(31, 0.6883643710746002)	(32, 0.7125432674988644)
AZ_D6 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0008242411682558822)	(13, 0.0008242411682558822)	(14, 0.0008242411682558822)	(15, 0.0008242411682558822)	(16, 0.000941989906578151)	(17, 0.0011774873832226887)	(18, 0.0011774873832226887)	(19, 0.0011774873832226887)	(20, 0.0014129848598672266)	(21, 0.0016484823365117644)	(22, 0.0023549747664453773)	(23, 0.004945447009535293)	(24, 0.010244140234037392)	(25, 0.016602572103439912)	(26, 0.03061467196378991)	(27, 0.09584747299432686)	(28, 0.21960139697103145)	(29, 0.35925140062124233)	(30, 0.526807855253831)	(31, 0.8540315990514161)	(32, 1.301947799629327)
AZ_D6 - polya	(1, 0.0340293853751357)	(2, 0.03720860130983696)	(3, 0.04262504327266133)	(4, 0.04863022892709705)	(5, 0.05934536411442352)	(6, 0.06558604724550376)	(7, 0.07123798668497267)	(8, 0.07771416729269746)	(9, 0.08477909159203359)	(10, 0.10350114098527434)	(11, 0.12728638612637266)	(12, 0.16237551014640877)	(13, 0.19758238290476718)	(14, 0.24432863201870791)	(15, 0.29496058949728354)	(16, 0.34253107977948016)	(17, 0.3772669575845495)	(18, 0.42307121679191206)	(19, 0.45639410973711414)	(20, 0.49795941436487506)	(21, 0.5408199551141809)	(22, 0.5849757319850318)	(23, 0.624068313108025)	(24, 0.6611591656795397)	(25, 0.7004872442791775)	(26, 0.7375780968506922)	(27, 0.772078477179117)	(28, 0.8059901138159304)	(29, 0.8344853084899195)	(30, 0.864040241808809)	(31, 0.8906514566696417)	(32, 0.9190289026053086)
AZ_D7 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 7.932698981838086e-05)	(5, 7.932698981838086e-05)	(6, 7.932698981838086e-05)	(7, 7.932698981838086e-05)	(8, 7.932698981838086e-05)	(9, 0.00023798096945514257)	(10, 0.0003173079592735234)	(11, 0.0003173079592735234)	(12, 0.00047596193891028514)	(13, 0.000555288928728666)	(14, 0.000555288928728666)	(15, 0.000555288928728666)	(16, 0.0007139429083654278)	(17, 0.0007139429083654278)	(18, 0.0007932698981838086)	(19, 0.0010312508676389512)	(20, 0.0012692318370940937)	(21, 0.001665866786185998)	(22, 0.0025384636741881874)	(23, 0.003887022501100662)	(24, 0.00737741005310942)	(25, 0.011819721482938748)	(26, 0.0203077093935055)	(27, 0.08440391716675723)	(28, 0.20006266832195652)	(29, 0.32555796621463506)	(30, 0.46398356344770963)	(31, 0.7460703392418719)	(32, 1.1489721205294283)
AZ_D7 - polya	(1, 0.0260985796502473)	(2, 0.029350986232800916)	(3, 0.03260339281535453)	(4, 0.036252434347000054)	(5, 0.04727888593175499)	(6, 0.05449764200522765)	(7, 0.058860626445238595)	(8, 0.06369957282415983)	(9, 0.0687765001725362)	(10, 0.08424526318712047)	(11, 0.10463229957044436)	(12, 0.13517319065052097)	(13, 0.1611924433109499)	(14, 0.19871410949504403)	(15, 0.24028145215987562)	(16, 0.2801829280385212)	(17, 0.3125483398844206)	(18, 0.34864212025178387)	(19, 0.382832052863506)	(20, 0.4155940996584973)	(21, 0.4495460513007643)	(22, 0.47746915171683435)	(23, 0.5084860047358213)	(24, 0.5563995065861234)	(25, 0.5960630014953138)	(26, 0.6340606296183182)	(27, 0.6610318061565676)	(28, 0.6898275034606399)	(29, 0.7128323305079703)	(30, 0.7390895641378544)	(31, 0.7636016039917342)	(32, 0.7889069137437976)
AZ_D8 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00025222716587467337)	(10, 0.0003363028878328978)	(11, 0.0003363028878328978)	(12, 0.0004203786097911223)	(13, 0.0005044543317493467)	(14, 0.0005044543317493467)	(15, 0.0005885300537075711)	(16, 0.0008407572195822446)	(17, 0.0008407572195822446)	(18, 0.0010089086634986935)	(19, 0.0011770601074151423)	(20, 0.00151336299524804)	(21, 0.002017817326997387)	(22, 0.002606347380704958)	(23, 0.004203786097911223)	(24, 0.008407572195822445)	(25, 0.01378841840114881)	(26, 0.02530679230942556)	(27, 0.09794821608133149)	(28, 0.22994709955574388)	(29, 0.40171379951639646)	(30, 0.5557405221438636)	(31, 0.8827110048393986)	(32, 1.3048552047916435)
AZ_D8 - polya	(1, 0.03674109049574409)	(2, 0.040440422261905966)	(3, 0.04447605691590074)	(4, 0.05254732622389029)	(5, 0.06356124580041769)	(6, 0.07053953072295031)	(7, 0.07549999831848556)	(8, 0.08029231447010435)	(9, 0.08668206933892941)	(10, 0.10938251426765001)	(11, 0.14082683428002596)	(12, 0.1701692612434463)	(13, 0.2032110199730285)	(14, 0.23936358041506503)	(15, 0.2804766084526368)	(16, 0.3362188121109396)	(17, 0.3709420852796863)	(18, 0.41760411096650085)	(19, 0.4529999899109134)	(20, 0.49285188211911174)	(21, 0.5814676930630803)	(22, 0.619553995110156)	(23, 0.6600784930940202)	(24, 0.7224626787870227)	(25, 0.7793819425527407)	(26, 0.8236057723027668)	(27, 0.856647531032349)	(28, 0.8901096683717223)	(29, 0.9191157924473098)	(30, 0.9505601124596857)	(31, 0.9886464145067614)	(32, 1.0205951888508866)
