Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
HP1502401_F24	HP1502401_F24.fastq	Conventional base calls	Illumina 1.5	1010939.0	43.4 Mbp	0.0	43.0	53.0	55.33563689078541	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_G10	HP1502401_G10.fastq	Conventional base calls	Illumina 1.5	1506137.0	64.7 Mbp	0.0	43.0	49.0	46.050978149696476	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_G11	HP1502401_G11.fastq	Conventional base calls	Illumina 1.5	2700647.0	116.1 Mbp	0.0	43.0	48.0	52.89711497463374	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_G12	HP1502401_G12.fastq	Conventional base calls	Illumina 1.5	758688.0	32.6 Mbp	0.0	43.0	53.0	50.603434990968985	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	warn	pass
HP1502401_G18	HP1502401_G18.fastq	Conventional base calls	Illumina 1.5	2592901.0	111.4 Mbp	0.0	43.0	50.0	48.890017222846424	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1502401_G2	HP1502401_G2.fastq	Conventional base calls	Illumina 1.5	901882.0	38.7 Mbp	0.0	43.0	35.0	20.605430219941553	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
HP1502401_G20	HP1502401_G20.fastq	Conventional base calls	Illumina 1.5	2160015.0	92.8 Mbp	0.0	43.0	50.0	57.087432661080214	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_G21	HP1502401_G21.fastq	Conventional base calls	Illumina 1.5	787949.0	33.8 Mbp	0.0	43.0	37.0	22.46422814565967	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
HP1502401_G22	HP1502401_G22.fastq	Conventional base calls	Illumina 1.5	1033144.0	44.4 Mbp	0.0	43.0	48.0	64.0079751877532	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1502401_G23	HP1502401_G23.fastq	Conventional base calls	Illumina 1.5	2559759.0	110 Mbp	0.0	43.0	47.0	56.64219176555789	43.0	43	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
HP1502401_G24	HP1502401_G24.fastq	Conventional base calls	Illumina 1.5	2802565.0	120.5 Mbp	0.0	43.0	50.0	45.34690805625517	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_G4	HP1502401_G4.fastq	Conventional base calls	Illumina 1.5	2418543.0	103.9 Mbp	0.0	43.0	53.0	42.97196656063079	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_G5	HP1502401_G5.fastq	Conventional base calls	Illumina 1.5	2790857.0	120 Mbp	0.0	43.0	52.0	42.77535103110569	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_G6	HP1502401_G6.fastq	Conventional base calls	Illumina 1.5	1195741.0	51.4 Mbp	0.0	43.0	53.0	40.776330521408504	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1502401_G7	HP1502401_G7.fastq	Conventional base calls	Illumina 1.5	2523612.0	108.5 Mbp	0.0	43.0	48.0	45.305149546461706	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_G8	HP1502401_G8.fastq	Conventional base calls	Illumina 1.5	2144815.0	92.2 Mbp	0.0	43.0	50.0	49.91789349273959	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_H1	HP1502401_H1.fastq	Conventional base calls	Illumina 1.5	1513375.0	65 Mbp	0.0	43.0	46.0	46.372996692539836	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
HP1502401_H10	HP1502401_H10.fastq	Conventional base calls	Illumina 1.5	1169807.0	50.3 Mbp	0.0	43.0	43.0	61.17671696825515	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	fail	pass
HP1502401_H11	HP1502401_H11.fastq	Conventional base calls	Illumina 1.5	1951095.0	83.8 Mbp	0.0	43.0	54.0	45.769738993148856	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1502401_H12	HP1502401_H12.fastq	Conventional base calls	Illumina 1.5	2137491.0	91.9 Mbp	0.0	43.0	51.0	55.31921789623123	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_H15	HP1502401_H15.fastq	Conventional base calls	Illumina 1.5	1549011.0	66.6 Mbp	0.0	43.0	48.0	59.80827646626198	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_H16	HP1502401_H16.fastq	Conventional base calls	Illumina 1.5	1780826.0	76.5 Mbp	0.0	43.0	46.0	51.61814104655772	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_H18	HP1502401_H18.fastq	Conventional base calls	Illumina 1.5	1803360.0	77.5 Mbp	0.0	43.0	51.0	57.175241778130356	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_H19	HP1502401_H19.fastq	Conventional base calls	Illumina 1.5	1678092.0	72.1 Mbp	0.0	43.0	51.0	50.80850337417571	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_H2	HP1502401_H2.fastq	Conventional base calls	Illumina 1.5	1462133.0	62.8 Mbp	0.0	43.0	50.0	59.652700254378985	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_H20	HP1502401_H20.fastq	Conventional base calls	Illumina 1.5	1907230.0	82 Mbp	0.0	43.0	48.0	50.672306013308635	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_H21	HP1502401_H21.fastq	Conventional base calls	Illumina 1.5	2342307.0	100.7 Mbp	0.0	43.0	48.0	52.14944951279479	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1502401_H22	HP1502401_H22.fastq	Conventional base calls	Illumina 1.5	1844845.0	79.3 Mbp	0.0	43.0	51.0	49.05769075060758	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_H23	HP1502401_H23.fastq	Conventional base calls	Illumina 1.5	2091556.0	89.9 Mbp	0.0	43.0	48.0	58.01227625562903	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1502401_H24	HP1502401_H24.fastq	Conventional base calls	Illumina 1.5	2157491.0	92.7 Mbp	0.0	43.0	47.0	51.931010902700656	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1502401_H3	HP1502401_H3.fastq	Conventional base calls	Illumina 1.5	1796167.0	77.2 Mbp	0.0	43.0	48.0	54.277332905429176	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_H4	HP1502401_H4.fastq	Conventional base calls	Illumina 1.5	1933021.0	83.1 Mbp	0.0	43.0	48.0	40.99308404135382	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
HP1502401_H5	HP1502401_H5.fastq	Conventional base calls	Illumina 1.5	2373931.0	102 Mbp	0.0	43.0	46.0	44.85903595279541	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1502401_H6	HP1502401_H6.fastq	Conventional base calls	Illumina 1.5	1111400.0	47.7 Mbp	0.0	43.0	49.0	56.6998943645347	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_H8	HP1502401_H8.fastq	Conventional base calls	Illumina 1.5	2127793.0	91.4 Mbp	0.0	43.0	49.0	54.153041005817684	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_I1	HP1502401_I1.fastq	Conventional base calls	Illumina 1.5	2707728.0	116.4 Mbp	0.0	43.0	47.0	45.131175525870134	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
HP1502401_I10	HP1502401_I10.fastq	Conventional base calls	Illumina 1.5	1012960.0	43.5 Mbp	0.0	43.0	49.0	44.82494536946816	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_I11	HP1502401_I11.fastq	Conventional base calls	Illumina 1.5	1162888.0	50 Mbp	0.0	43.0	51.0	19.998189188199238	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_I12	HP1502401_I12.fastq	Conventional base calls	Illumina 1.5	1126444.0	48.4 Mbp	0.0	43.0	52.0	57.684002059147254	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1502401_I14	HP1502401_I14.fastq	Conventional base calls	Illumina 1.5	2031274.0	87.3 Mbp	0.0	43.0	50.0	59.62446653174302	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1502401_I15	HP1502401_I15.fastq	Conventional base calls	Illumina 1.5	1651362.0	71 Mbp	0.0	43.0	48.0	59.33877012571376	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_I16	HP1502401_I16.fastq	Conventional base calls	Illumina 1.5	1214400.0	52.2 Mbp	0.0	43.0	45.0	57.67053795735001	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1502401_I17	HP1502401_I17.fastq	Conventional base calls	Illumina 1.5	1057580.0	45.4 Mbp	0.0	43.0	44.0	19.304505741352287	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
HP1502401_I18	HP1502401_I18.fastq	Conventional base calls	Illumina 1.5	1247593.0	53.6 Mbp	0.0	43.0	49.0	42.31545075911661	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_I2	HP1502401_I2.fastq	Conventional base calls	Illumina 1.5	2589102.0	111.3 Mbp	0.0	43.0	48.0	50.038533616835444	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1502401_I21	HP1502401_I21.fastq	Conventional base calls	Illumina 1.5	2922750.0	125.6 Mbp	0.0	43.0	46.0	52.13466311734607	43.0	43	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
HP1502401_I22	HP1502401_I22.fastq	Conventional base calls	Illumina 1.5	1771301.0	76.1 Mbp	0.0	43.0	46.0	43.69841797762093	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_I23	HP1502401_I23.fastq	Conventional base calls	Illumina 1.5	2327091.0	100 Mbp	0.0	43.0	46.0	50.768996927199225	43.0	43	pass	pass	pass	warn	fail	pass	pass	warn	warn	pass
HP1502401_I24	HP1502401_I24.fastq	Conventional base calls	Illumina 1.5	2145471.0	92.2 Mbp	0.0	43.0	53.0	47.799921742384846	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_I4	HP1502401_I4.fastq	Conventional base calls	Illumina 1.5	2278177.0	97.9 Mbp	0.0	43.0	48.0	56.43140475950954	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_I6	HP1502401_I6.fastq	Conventional base calls	Illumina 1.5	1809700.0	77.8 Mbp	0.0	43.0	50.0	53.6652239960946	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1502401_I8	HP1502401_I8.fastq	Conventional base calls	Illumina 1.5	1049537.0	45.1 Mbp	0.0	43.0	52.0	61.081464018869355	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_I9	HP1502401_I9.fastq	Conventional base calls	Illumina 1.5	1408881.0	60.5 Mbp	0.0	43.0	51.0	56.68780788833382	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_J1	HP1502401_J1.fastq	Conventional base calls	Illumina 1.5	2717792.0	116.8 Mbp	0.0	43.0	47.0	52.99445311426096	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1502401_J10	HP1502401_J10.fastq	Conventional base calls	Illumina 1.5	3424816.0	147.2 Mbp	0.0	43.0	50.0	44.384641257878584	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_J11	HP1502401_J11.fastq	Conventional base calls	Illumina 1.5	1120459.0	48.1 Mbp	0.0	43.0	49.0	45.80284360735207	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_J12	HP1502401_J12.fastq	Conventional base calls	Illumina 1.5	2709198.0	116.4 Mbp	0.0	43.0	47.0	50.99929784617606	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1502401_J15	HP1502401_J15.fastq	Conventional base calls	Illumina 1.5	1432474.0	61.5 Mbp	0.0	43.0	49.0	55.733648860898334	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1502401_J16	HP1502401_J16.fastq	Conventional base calls	Illumina 1.5	1087588.0	46.7 Mbp	0.0	43.0	46.0	51.00275451090136	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	fail	warn
HP1502401_J17	HP1502401_J17.fastq	Conventional base calls	Illumina 1.5	2289619.0	98.4 Mbp	0.0	43.0	49.0	57.96982926381191	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1502401_J18	HP1502401_J18.fastq	Conventional base calls	Illumina 1.5	2392540.0	102.8 Mbp	0.0	43.0	48.0	52.90799051636456	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_J19	HP1502401_J19.fastq	Conventional base calls	Illumina 1.5	2227235.0	95.7 Mbp	0.0	43.0	47.0	62.9226504316023	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1502401_J2	HP1502401_J2.fastq	Conventional base calls	Illumina 1.5	3220878.0	138.4 Mbp	0.0	43.0	50.0	42.75810548188828	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1502401_J20	HP1502401_J20.fastq	Conventional base calls	Illumina 1.5	2645377.0	113.7 Mbp	0.0	43.0	46.0	48.08730082545098	43.0	43	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
HP1502401_J21	HP1502401_J21.fastq	Conventional base calls	Illumina 1.5	2786095.0	119.8 Mbp	0.0	43.0	47.0	47.284664990347125	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1502401_J22	HP1502401_J22.fastq	Conventional base calls	Illumina 1.5	2100037.0	90.3 Mbp	0.0	43.0	48.0	47.30413192300584	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
HP1502401_J23	HP1502401_J23.fastq	Conventional base calls	Illumina 1.5	2772301.0	119.2 Mbp	0.0	43.0	47.0	45.641811715356226	43.0	43	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
HP1502401_J24	HP1502401_J24.fastq	Conventional base calls	Illumina 1.5	2122215.0	91.2 Mbp	0.0	43.0	49.0	61.0429505787343	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	pass	pass
HP1502401_J4	HP1502401_J4.fastq	Conventional base calls	Illumina 1.5	1533020.0	65.9 Mbp	0.0	43.0	51.0	57.85793062267134	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1502401_J6	HP1502401_J6.fastq	Conventional base calls	Illumina 1.5	3062469.0	131.6 Mbp	0.0	43.0	47.0	53.15054861701201	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1502401_J8	HP1502401_J8.fastq	Conventional base calls	Illumina 1.5	2682974.0	115.3 Mbp	0.0	43.0	47.0	45.2737209902904	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_K10	HP1502401_K10.fastq	Conventional base calls	Illumina 1.5	2490487.0	107 Mbp	0.0	43.0	49.0	53.613833127012086	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1502401_K14	HP1502401_K14.fastq	Conventional base calls	Illumina 1.5	2029213.0	87.2 Mbp	0.0	43.0	49.0	54.85479571074969	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1502401_K16	HP1502401_K16.fastq	Conventional base calls	Illumina 1.5	1589011.0	68.3 Mbp	0.0	43.0	47.0	61.501726193681506	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1502401_K17	HP1502401_K17.fastq	Conventional base calls	Illumina 1.5	1199770.0	51.5 Mbp	0.0	43.0	48.0	54.939304593308414	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1502401_K19	HP1502401_K19.fastq	Conventional base calls	Illumina 1.5	1099936.0	47.2 Mbp	0.0	43.0	50.0	40.317435675067784	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_K2	HP1502401_K2.fastq	Conventional base calls	Illumina 1.5	1974056.0	84.8 Mbp	0.0	43.0	49.0	55.818496067686986	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_K20	HP1502401_K20.fastq	Conventional base calls	Illumina 1.5	2272380.0	97.7 Mbp	0.0	43.0	45.0	54.42302939551792	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_K21	HP1502401_K21.fastq	Conventional base calls	Illumina 1.5	2768378.0	119 Mbp	0.0	43.0	46.0	55.505043727148795	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_K22	HP1502401_K22.fastq	Conventional base calls	Illumina 1.5	1897165.0	81.5 Mbp	0.0	43.0	48.0	49.004422344889335	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_K23	HP1502401_K23.fastq	Conventional base calls	Illumina 1.5	1558316.0	67 Mbp	0.0	43.0	50.0	44.376327638163474	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
HP1502401_K24	HP1502401_K24.fastq	Conventional base calls	Illumina 1.5	2552097.0	109.7 Mbp	0.0	43.0	47.0	56.62954582512825	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1502401_K3	HP1502401_K3.fastq	Conventional base calls	Illumina 1.5	1333671.0	57.3 Mbp	0.0	43.0	48.0	56.502075005249495	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_K5	HP1502401_K5.fastq	Conventional base calls	Illumina 1.5	2283847.0	98.2 Mbp	0.0	43.0	49.0	56.16854022901778	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1502401_K6	HP1502401_K6.fastq	Conventional base calls	Illumina 1.5	1909308.0	82.1 Mbp	0.0	43.0	47.0	50.713547571063245	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_K9	HP1502401_K9.fastq	Conventional base calls	Illumina 1.5	1964755.0	84.4 Mbp	0.0	43.0	50.0	53.59525898831776	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_L1	HP1502401_L1.fastq	Conventional base calls	Illumina 1.5	2840872.0	122.1 Mbp	0.0	43.0	47.0	48.784212761078955	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_L10	HP1502401_L10.fastq	Conventional base calls	Illumina 1.5	2559545.0	110 Mbp	0.0	43.0	48.0	56.63281695878306	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	warn	pass
HP1502401_L11	HP1502401_L11.fastq	Conventional base calls	Illumina 1.5	991884.0	42.6 Mbp	0.0	43.0	50.0	53.989054896807765	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_L12	HP1502401_L12.fastq	Conventional base calls	Illumina 1.5	2077141.0	89.3 Mbp	0.0	43.0	46.0	46.47123403970626	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
HP1502401_L13	HP1502401_L13.fastq	Conventional base calls	Illumina 1.5	754186.0	32.4 Mbp	0.0	43.0	51.0	62.34759803867704	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1502401_L14	HP1502401_L14.fastq	Conventional base calls	Illumina 1.5	1899378.0	81.6 Mbp	0.0	43.0	50.0	54.557307374815124	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_L15	HP1502401_L15.fastq	Conventional base calls	Illumina 1.5	1712789.0	73.6 Mbp	0.0	43.0	48.0	55.237591551838605	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_L16	HP1502401_L16.fastq	Conventional base calls	Illumina 1.5	1553180.0	66.7 Mbp	0.0	43.0	46.0	50.6756593581436	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_L17	HP1502401_L17.fastq	Conventional base calls	Illumina 1.5	1269322.0	54.5 Mbp	0.0	43.0	47.0	53.243544160395395	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1502401_L18	HP1502401_L18.fastq	Conventional base calls	Illumina 1.5	828762.0	35.6 Mbp	0.0	43.0	51.0	56.244386934453594	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1502401_L2	HP1502401_L2.fastq	Conventional base calls	Illumina 1.5	1741671.0	74.8 Mbp	0.0	43.0	49.0	44.85293187969505	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_L20	HP1502401_L20.fastq	Conventional base calls	Illumina 1.5	1748986.0	75.2 Mbp	0.0	43.0	48.0	57.49505221253748	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_L21	HP1502401_L21.fastq	Conventional base calls	Illumina 1.5	2404472.0	103.3 Mbp	0.0	43.0	47.0	51.52717598265249	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_L22	HP1502401_L22.fastq	Conventional base calls	Illumina 1.5	2195052.0	94.3 Mbp	0.0	43.0	46.0	50.929235806650794	43.0	43	pass	pass	pass	warn	fail	pass	pass	warn	warn	pass
HP1502401_L23	HP1502401_L23.fastq	Conventional base calls	Illumina 1.5	2268214.0	97.5 Mbp	0.0	43.0	45.0	56.10730175719701	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_L3	HP1502401_L3.fastq	Conventional base calls	Illumina 1.5	1494910.0	64.2 Mbp	0.0	43.0	47.0	61.87139571408198	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_L4	HP1502401_L4.fastq	Conventional base calls	Illumina 1.5	985878.0	42.3 Mbp	0.0	43.0	49.0	61.78439248930694	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1502401_L5	HP1502401_L5.fastq	Conventional base calls	Illumina 1.5	1720320.0	73.9 Mbp	0.0	43.0	47.0	54.943005340600614	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1502401_L7	HP1502401_L7.fastq	Conventional base calls	Illumina 1.5	2074468.0	89.2 Mbp	0.0	43.0	49.0	43.56602729768155	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_M1	HP1502401_M1.fastq	Conventional base calls	Illumina 1.5	1402787.0	60.3 Mbp	0.0	43.0	48.0	47.680120805573154	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_M11	HP1502401_M11.fastq	Conventional base calls	Illumina 1.5	1553346.0	66.7 Mbp	0.0	43.0	50.0	58.750649619104536	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_M12	HP1502401_M12.fastq	Conventional base calls	Illumina 1.5	1529498.0	65.7 Mbp	0.0	43.0	48.0	61.21813066615957	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1502401_M14	HP1502401_M14.fastq	Conventional base calls	Illumina 1.5	2251527.0	96.8 Mbp	0.0	43.0	47.0	59.28703713726916	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_M15	HP1502401_M15.fastq	Conventional base calls	Illumina 1.5	1143116.0	49.1 Mbp	0.0	43.0	50.0	48.51219419098941	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_M16	HP1502401_M16.fastq	Conventional base calls	Illumina 1.5	1088341.0	46.7 Mbp	0.0	43.0	49.0	63.49506493214876	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1502401_M17	HP1502401_M17.fastq	Conventional base calls	Illumina 1.5	978383.0	42 Mbp	0.0	43.0	49.0	53.956157819497044	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_M18	HP1502401_M18.fastq	Conventional base calls	Illumina 1.5	1523429.0	65.5 Mbp	0.0	43.0	46.0	59.417734831543875	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_M19	HP1502401_M19.fastq	Conventional base calls	Illumina 1.5	2487615.0	106.9 Mbp	0.0	43.0	48.0	48.712159000995	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1502401_M2	HP1502401_M2.fastq	Conventional base calls	Illumina 1.5	2472019.0	106.2 Mbp	0.0	43.0	50.0	45.01820786801473	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_M20	HP1502401_M20.fastq	Conventional base calls	Illumina 1.5	2756131.0	118.5 Mbp	0.0	43.0	51.0	48.09456566710155	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_M21	HP1502401_M21.fastq	Conventional base calls	Illumina 1.5	2448172.0	105.2 Mbp	0.0	43.0	47.0	46.80336646460802	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1502401_M22	HP1502401_M22.fastq	Conventional base calls	Illumina 1.5	2651708.0	114 Mbp	0.0	43.0	48.0	57.8623159554287	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1502401_M23	HP1502401_M23.fastq	Conventional base calls	Illumina 1.5	2408002.0	103.5 Mbp	0.0	43.0	46.0	51.15708774155857	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1502401_M24	HP1502401_M24.fastq	Conventional base calls	Illumina 1.5	2811618.0	120.8 Mbp	0.0	43.0	47.0	46.80807229186623	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1502401_M3	HP1502401_M3.fastq	Conventional base calls	Illumina 1.5	936600.0	40.2 Mbp	0.0	43.0	50.0	58.487516882614685	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_M4	HP1502401_M4.fastq	Conventional base calls	Illumina 1.5	1478401.0	63.5 Mbp	0.0	43.0	46.0	52.07715632828068	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	warn	pass
HP1502401_M5	HP1502401_M5.fastq	Conventional base calls	Illumina 1.5	1813506.0	77.9 Mbp	0.0	43.0	50.0	57.15541867649916	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1502401_M7	HP1502401_M7.fastq	Conventional base calls	Illumina 1.5	2650577.0	113.9 Mbp	0.0	43.0	49.0	48.24140436818594	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1502401_M8	HP1502401_M8.fastq	Conventional base calls	Illumina 1.5	1167901.0	50.2 Mbp	0.0	43.0	53.0	49.80554083314162	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1502401_N1	HP1502401_N1.fastq	Conventional base calls	Illumina 1.5	2342836.0	100.7 Mbp	0.0	43.0	51.0	53.85371022959171	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
