Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
HP1504101T2D_F19	51.40372075863437	47.0	43.0	43	20.0	2.323877
HP1504101T2D_F2	34.12145271544905	50.0	43.0	43	10.0	1.8992669999999998
HP1504101T2D_F20	46.08491681372271	49.0	43.0	43	10.0	2.639731
HP1504101T2D_F21	65.1310258529659	42.0	43.0	43	40.0	1.201307
HP1504101T2D_F22	47.210892922826005	48.0	43.0	43	10.0	2.4408659999999998
HP1504101T2D_F24	50.17364956091533	46.0	43.0	43	30.0	1.357836
HP1504101T2D_F3	42.89452890377359	48.0	43.0	43	10.0	1.0790849999999998
HP1504101T2D_F5	45.148180335053944	44.0	43.0	43	10.0	1.630421
HP1504101T2D_F7	36.81764672250291	49.0	43.0	43	10.0	1.270864
HP1504101T2D_F8	74.70493394834016	47.0	43.0	43	30.0	0.8709119999999999
HP1504101T2D_F9	36.989566948727806	47.0	43.0	43	10.0	0.887129
HP1504101T2D_G1	39.734058358302036	48.0	43.0	43	10.0	2.037607
HP1504101T2D_G10	43.070076168800995	49.0	43.0	43	10.0	1.418963
HP1504101T2D_G12	43.206187839011264	47.0	43.0	43	0.0	1.0506499999999999
HP1504101T2D_G14	38.59049555231253	45.0	43.0	43	10.0	1.580354
HP1504101T2D_G16	35.76286027556095	46.0	43.0	43	0.0	1.168933
HP1504101T2D_G17	41.8462208836864	50.0	43.0	43	10.0	1.9683009999999999
HP1504101T2D_G19	37.340948730039855	49.0	43.0	43	10.0	1.97498
HP1504101T2D_G2	37.25176128392047	47.0	43.0	43	10.0	1.8747369999999999
HP1504101T2D_G21	44.87225421308909	50.0	43.0	43	10.0	2.4700349999999998
HP1504101T2D_G22	38.16437509533305	47.0	43.0	43	20.0	1.242244
HP1504101T2D_G23	40.94039308180134	48.0	43.0	43	10.0	2.134973
HP1504101T2D_G24	39.49407117813928	46.0	43.0	43	10.0	2.265447
HP1504101T2D_G3	42.23688019465763	49.0	43.0	43	10.0	1.240009
HP1504101T2D_G4	40.30759804206049	47.0	43.0	43	10.0	1.4275039999999999
HP1504101T2D_G5	82.58049645083179	46.0	43.0	43	30.0	1.442688
HP1504101T2D_G8	43.07486529681314	48.0	43.0	43	10.0	1.4477719999999998
HP1504101T2D_G9	35.6902046442855	52.0	43.0	43	10.0	1.003819
HP1504101T2D_H1	39.48144501306816	47.0	43.0	43	10.0	1.2977589999999999
HP1504101T2D_H13	62.29514660684365	46.0	43.0	43	40.0	0.8472409999999999
HP1504101T2D_H14	42.78303416085768	49.0	43.0	43	10.0	1.5477189999999998
HP1504101T2D_H15	33.81912652031188	47.0	43.0	43	10.0	1.1854799999999999
HP1504101T2D_H17	29.035477302130673	47.0	43.0	43	10.0	1.664795
HP1504101T2D_H18	36.92610374068309	49.0	43.0	43	10.0	2.1716159999999998
HP1504101T2D_H2	47.187402395618186	46.0	43.0	43	10.0	1.3688259999999999
HP1504101T2D_H20	42.922148028369556	48.0	43.0	43	10.0	2.266734
HP1504101T2D_H21	35.263039287860735	47.0	43.0	43	0.0	1.699781
HP1504101T2D_H22	36.105871778385946	51.0	43.0	43	10.0	2.201723
HP1504101T2D_H23	50.69764050098687	51.0	43.0	43	20.0	2.216227
HP1504101T2D_H24	40.74854356744113	48.0	43.0	43	10.0	2.415262
HP1504101T2D_H4	40.17310934507513	43.0	43.0	43	20.0	0.972414
HP1504101T2D_H5	49.986053687761746	50.0	43.0	43	10.0	1.811545
HP1504101T2D_H6	37.12390800235107	48.0	43.0	43	10.0	0.831534
HP1504101T2D_H7	36.66245695437136	49.0	43.0	43	10.0	1.516302
HP1504101T2D_H9	37.73216461861904	48.0	43.0	43	10.0	1.8323269999999998
HP1504101T2D_I1	35.139019776911255	50.0	43.0	43	10.0	1.178469
HP1504101T2D_I10	38.63451836302677	46.0	43.0	43	10.0	1.138806
HP1504101T2D_I11	52.61690743190493	49.0	43.0	43	20.0	0.967764
HP1504101T2D_I13	77.56138412454159	53.0	43.0	43	20.0	0.970314
HP1504101T2D_I14	39.97674782564741	49.0	43.0	43	10.0	2.0109049999999997
HP1504101T2D_I15	40.92586104445777	51.0	43.0	43	10.0	1.4264599999999998
HP1504101T2D_I16	41.013354831951865	49.0	43.0	43	10.0	1.443547
HP1504101T2D_I17	39.51083785774022	51.0	43.0	43	10.0	1.246793
HP1504101T2D_I18	49.617931921540205	46.0	43.0	43	0.0	1.7088299999999998
HP1504101T2D_I19	60.644881802817046	52.0	43.0	43	20.0	1.4287029999999998
HP1504101T2D_I2	44.899147511296015	47.0	43.0	43	10.0	1.065812
HP1504101T2D_I20	40.82893425668892	47.0	43.0	43	10.0	2.548386
HP1504101T2D_I21	30.3180292804646	46.0	43.0	43	30.0	1.362734
HP1504101T2D_I22	49.19393881762254	47.0	43.0	43	10.0	2.326021
HP1504101T2D_I23	42.91057361674299	49.0	43.0	43	10.0	1.8768859999999998
HP1504101T2D_I24	46.83834689426837	47.0	43.0	43	10.0	2.968082
HP1504101T2D_I4	75.27012901544585	47.0	43.0	43	40.0	0.838407
HP1504101T2D_I5	42.113620699707965	51.0	43.0	43	10.0	2.0204079999999998
HP1504101T2D_I6	40.6324866881172	48.0	43.0	43	10.0	1.962921
HP1504101T2D_I8	42.60331292217604	46.0	43.0	43	10.0	1.593707
HP1504101T2D_J1	36.87880749688802	46.0	43.0	43	10.0	1.3378839999999999
HP1504101T2D_J11	51.37307821242829	46.0	43.0	43	20.0	1.721161
HP1504101T2D_J12	79.54190204764198	45.0	43.0	43	20.0	1.123305
HP1504101T2D_J13	44.344620220951214	48.0	43.0	43	10.0	1.8334359999999998
HP1504101T2D_J15	33.50907146276616	46.0	43.0	43	10.0	1.261857
HP1504101T2D_J16	50.475572180080995	52.0	43.0	43	20.0	1.500929
HP1504101T2D_J2	41.635516859311785	48.0	43.0	43	10.0	2.0152039999999998
HP1504101T2D_J20	47.14517845535083	50.0	43.0	43	10.0	2.1405879999999997
HP1504101T2D_J22	42.93574853823464	50.0	43.0	43	10.0	2.630732
HP1504101T2D_J24	45.56351967668286	47.0	43.0	43	10.0	2.7204479999999998
HP1504101T2D_J3	37.2186448062165	53.0	43.0	43	10.0	0.7291679999999999
HP1504101T2D_J4	64.18524722488414	44.0	43.0	43	40.0	0.81094
HP1504101T2D_J5	41.374186751013845	47.0	43.0	43	10.0	1.957296
HP1504101T2D_J6	38.37915131925732	46.0	43.0	43	10.0	1.593797
HP1504101T2D_J7	36.83104266296935	45.0	43.0	43	10.0	1.396059
HP1504101T2D_J8	44.98986329885988	38.0	43.0	43	40.0	0.630729
HP1504101T2D_J9	41.97562332537782	46.0	43.0	43	10.0	1.475534
HP1504101T2D_K1	3.549783549783541	47.0	43.0	43	20.0	0.001155
HP1504101T2D_K10	48.37086144304853	49.0	43.0	43	10.0	1.133989
HP1504101T2D_K11	7.7127659574468055	48.0	43.0	43	20.0	0.0011279999999999999
HP1504101T2D_K12	36.95804008961083	46.0	43.0	43	0.0	0.9860439999999999
HP1504101T2D_K13	4.394977168949779	47.0	43.0	43	0.0	0.0017519999999999999
HP1504101T2D_K14	55.5516863062995	45.0	43.0	43	40.0	1.388782
HP1504101T2D_K15	4.567180031864055	47.0	43.0	43	20.0	0.001883
HP1504101T2D_K16	54.1043153472902	39.0	43.0	43	50.0	0.297576
HP1504101T2D_K17	50.23683811222993	48.0	43.0	43	20.0	2.026288
HP1504101T2D_K18	42.225698005034495	47.0	43.0	43	10.0	1.9301059999999999
HP1504101T2D_K19	46.67141940447747	52.0	43.0	43	10.0	1.5685179999999999
HP1504101T2D_K2	35.545581798171284	46.0	43.0	43	10.0	1.4345539999999999
HP1504101T2D_K20	47.33636902822291	47.0	43.0	43	10.0	2.33338
HP1504101T2D_K21	71.65869791873308	50.0	43.0	43	30.0	1.3137269999999999
HP1504101T2D_K22	42.829745928056504	46.0	43.0	43	0.0	2.012799
HP1504101T2D_K23	42.14085566180231	48.0	43.0	43	10.0	1.96362
HP1504101T2D_K24	48.24092149536732	46.0	43.0	43	10.0	2.550579
HP1504101T2D_K3	3.424124513618679	46.0	43.0	43	20.0	0.001285
HP1504101T2D_K4	47.588095077597494	48.0	43.0	43	10.0	1.797964
HP1504101T2D_K5	6.5509518477043684	45.0	43.0	43	20.0	0.0017859999999999998
HP1504101T2D_K6	68.92068983163617	42.0	43.0	43	50.0	0.646784
HP1504101T2D_K7	6.060606060606062	45.0	43.0	43	10.0	0.0017159999999999999
HP1504101T2D_K8	40.62637605181043	47.0	43.0	43	10.0	1.5678699999999999
HP1504101T2D_K9	5.450000000000003	47.0	43.0	43	10.0	0.002
HP1504101T2D_L1	35.35525730976232	47.0	43.0	43	10.0	1.5560399999999999
HP1504101T2D_L10	49.07325242324998	48.0	43.0	43	10.0	2.054732
HP1504101T2D_L11	52.26894695995664	51.0	43.0	43	20.0	1.800584
HP1504101T2D_L12	62.51001326745336	32.0	43.0	43	50.0	0.35814599999999996
HP1504101T2D_L13	37.79524414357199	45.0	43.0	43	20.0	1.028499
HP1504101T2D_L14	50.549198417105664	51.0	43.0	43	20.0	1.7291269999999999
HP1504101T2D_L15	37.492959070731565	47.0	43.0	43	10.0	0.938564
HP1504101T2D_L16	15.614886731391593	51.0	43.0	43	30.0	0.003708
HP1504101T2D_L17	40.40956955587127	45.0	43.0	43	10.0	1.081788
HP1504101T2D_L18	50.911604089026746	48.0	43.0	43	20.0	1.766691
HP1504101T2D_L19	35.10391277085533	51.0	43.0	43	10.0	1.038445
HP1504101T2D_L2	46.75902553510868	46.0	43.0	43	20.0	1.758004
HP1504101T2D_L20	66.93515629815093	32.0	43.0	43	50.0	0.452777
HP1504101T2D_L21	45.55742402963938	47.0	43.0	43	10.0	1.839248
HP1504101T2D_L22	57.068266321043374	44.0	43.0	43	40.0	1.0702209999999999
HP1504101T2D_L23	40.65520700991869	47.0	43.0	43	10.0	1.7872359999999998
HP1504101T2D_L24	40.75726145985195	49.0	43.0	43	10.0	2.230954
HP1504101T2D_L3	42.52051481307858	47.0	43.0	43	10.0	1.200332
HP1504101T2D_L4	38.91275702234114	47.0	43.0	43	10.0	1.378429
HP1504101T2D_L5	42.89607938210963	51.0	43.0	43	10.0	0.622
HP1504101T2D_L6	27.441917791335428	50.0	43.0	43	30.0	0.016227
HP1504101T2D_L7	38.548217492098566	46.0	43.0	43	10.0	1.2941669999999998
HP1504101T2D_L8	48.74573562975667	47.0	43.0	43	10.0	2.087763
HP1504101T2D_L9	77.70439065312685	45.0	43.0	43	30.0	0.920165
HP1504101T2D_M1	42.218953936234605	49.0	43.0	43	10.0	1.676799
HP1504101T2D_M10	41.357954277703335	47.0	43.0	43	10.0	1.90227
HP1504101T2D_M11	43.49051138458297	43.0	43.0	43	40.0	0.113926
HP1504101T2D_M12	47.984514023383674	37.0	43.0	43	40.0	0.517513
HP1504101T2D_M13	61.97303118562106	36.0	43.0	43	50.0	0.272337
HP1504101T2D_M14	40.64367960737432	48.0	43.0	43	30.0	0.127144
HP1504101T2D_M15	40.60622747301388	48.0	43.0	43	10.0	1.2214429999999998
HP1504101T2D_M16	67.04308280420746	43.0	43.0	43	50.0	0.503805
HP1504101T2D_M17	70.9104887308521	47.0	43.0	43	30.0	1.279586
HP1504101T2D_M18	49.741287508820065	47.0	43.0	43	20.0	2.273328
HP1504101T2D_M19	52.53472466706054	49.0	43.0	43	20.0	2.3775429999999997
HP1504101T2D_M2	48.5708818508258	47.0	43.0	43	10.0	1.964003
HP1504101T2D_M20	74.8831259904274	44.0	43.0	43	30.0	1.127356
HP1504101T2D_M21	51.086400656635426	48.0	43.0	43	10.0	2.462727
HP1504101T2D_M22	65.07165147526226	38.0	43.0	43	50.0	0.601278
HP1504101T2D_M23	44.231586184232064	48.0	43.0	43	10.0	2.592244
HP1504101T2D_M24	45.23507740534727	47.0	43.0	43	10.0	3.186394
HP1504101T2D_M3	34.525491989821404	48.0	43.0	43	10.0	0.746912
HP1504101T2D_M4	31.05527126407975	46.0	43.0	43	0.0	0.865051
HP1504101T2D_M5	49.655519202865996	48.0	43.0	43	10.0	1.697558
HP1504101T2D_M6	43.80703098815878	46.0	43.0	43	0.0	1.2240959999999999
HP1504101T2D_M7	37.16591902619444	49.0	43.0	43	10.0	1.49029
HP1504101T2D_M8	42.09741372066169	48.0	43.0	43	10.0	1.419428
HP1504101T2D_M9	41.93396940022771	48.0	43.0	43	0.0	0.9436329999999999
HP1504101T2D_N1	41.5636099422519	47.0	43.0	43	0.0	1.1738849999999998
HP1504101T2D_N10	48.883633308048935	49.0	43.0	43	10.0	1.9243109999999999
HP1504101T2D_N11	67.91337702852422	43.0	43.0	43	50.0	0.419535
HP1504101T2D_N12	47.02668776937903	46.0	43.0	43	10.0	2.068733
HP1504101T2D_N13	32.15039501110691	46.0	43.0	43	0.0	1.098037
HP1504101T2D_N14	35.21558722713331	49.0	43.0	43	30.0	0.038800999999999995
HP1504101T2D_N15	31.149730535751118	51.0	43.0	43	10.0	0.63845
HP1504101T2D_N16	45.47761573944633	52.0	43.0	43	20.0	1.5026059999999999
HP1504101T2D_N17	43.19781865589357	47.0	43.0	43	10.0	2.01071
HP1504101T2D_N18	65.19763596255507	34.0	43.0	43	50.0	0.5950529999999999
HP1504101T2D_N19	38.28480283813983	46.0	43.0	43	10.0	1.835294
HP1504101T2D_N2	34.50170646387366	44.0	43.0	43	10.0	1.019625
HP1504101T2D_N20	45.7904876626648	47.0	43.0	43	10.0	2.3881069999999998
HP1504101T2D_N21	42.37836524309101	48.0	43.0	43	10.0	0.951124
HP1504101T2D_N22	43.97364392712301	47.0	43.0	43	10.0	2.148275
HP1504101T2D_N23	56.15241837805007	41.0	43.0	43	50.0	0.7150839999999999
HP1504101T2D_N24	41.96738900802044	46.0	43.0	43	20.0	2.479624
HP1504101T2D_N3	55.49198513631847	33.0	43.0	43	50.0	0.220403
HP1504101T2D_N4	66.86843315480115	33.0	43.0	43	50.0	0.660376
HP1504101T2D_N5	38.56964664720379	46.0	43.0	43	10.0	1.462821
HP1504101T2D_N6	47.43590441394476	48.0	43.0	43	10.0	1.7268839999999999
HP1504101T2D_N7	31.511086501464717	47.0	43.0	43	10.0	1.005583
HP1504101T2D_N8	45.316399902278434	47.0	43.0	43	10.0	2.339498
HP1504101T2D_N9	48.88451752823645	46.0	43.0	43	20.0	1.530197
HP1504101T2D_O1	45.70334017856565	45.0	43.0	43	20.0	0.838078
HP1504101T2D_O10	42.10131650765753	47.0	43.0	43	10.0	1.7081089999999999
HP1504101T2D_O11	41.976465996981396	50.0	43.0	43	10.0	1.8156539999999999
HP1504101T2D_O12	46.752269174818025	49.0	43.0	43	10.0	2.189546
HP1504101T2D_O13	35.77575134138404	48.0	43.0	43	10.0	1.708062
HP1504101T2D_O14	45.99398567686473	48.0	43.0	43	10.0	1.972573
HP1504101T2D_O15	44.05132120444685	45.0	43.0	43	40.0	0.107402
HP1504101T2D_O16	38.89402321057687	47.0	43.0	43	10.0	1.803211
HP1504101T2D_O17	82.37472632044064	49.0	43.0	43	20.0	1.5657329999999998
HP1504101T2D_O18	59.963537487583956	39.0	43.0	43	50.0	0.651214
HP1504101T2D_O19	33.95071146565904	44.0	43.0	43	20.0	0.960787
HP1504101T2D_O2	74.36963533300025	45.0	43.0	43	30.0	0.767152
HP1504101T2D_O20	41.35202856735807	47.0	43.0	43	10.0	2.0745299999999998
HP1504101T2D_O21	54.6149550562741	42.0	43.0	43	40.0	1.0135779999999999
HP1504101T2D_O22	46.9429302259342	48.0	43.0	43	10.0	2.715729
HP1504101T2D_O23	45.39635335010605	50.0	43.0	43	10.0	2.01102
HP1504101T2D_O24	49.56825400237865	49.0	43.0	43	10.0	3.4244459999999997
HP1504101T2D_O3	45.11128552025839	50.0	43.0	43	10.0	1.425549
HP1504101T2D_O4	37.20036052803882	48.0	43.0	43	10.0	1.063801
HP1504101T2D_O5	54.73744520868467	43.0	43.0	43	40.0	1.035944
HP1504101T2D_O6	40.069601789560316	48.0	43.0	43	10.0	1.677806
HP1504101T2D_O7	68.7622493739413	44.0	43.0	43	40.0	0.559684
HP1504101T2D_O8	72.55190537435283	45.0	43.0	43	40.0	0.704896
HP1504101T2D_O9	37.16576190098392	51.0	43.0	43	10.0	0.997315
HP1504101T2D_P1	62.499742730981836	44.0	43.0	43	40.0	0.277345
HP1504101T2D_P10	52.89472476434097	38.0	43.0	43	50.0	0.49587299999999995
HP1504101T2D_P11	42.73630676093523	48.0	43.0	43	10.0	1.4617639999999998
HP1504101T2D_P12	35.354988024252236	49.0	43.0	43	10.0	1.059018
HP1504101T2D_P14	41.582001682392935	51.0	43.0	43	10.0	1.660059
HP1504101T2D_P15	54.074736739995046	36.0	43.0	43	50.0	0.185558
HP1504101T2D_P16	63.01993964854151	33.0	43.0	43	50.0	0.271068
HP1504101T2D_P17	44.87278120425581	49.0	43.0	43	10.0	1.480345
HP1504101T2D_P18	43.917108526979185	47.0	43.0	43	10.0	2.3437069999999998
HP1504101T2D_P19	39.951097211251295	43.0	43.0	43	20.0	1.033984
HP1504101T2D_P2	34.803595979371266	50.0	43.0	43	10.0	1.00829
HP1504101T2D_P20	62.0296923239609	41.0	43.0	43	50.0	1.1347559999999999
HP1504101T2D_P21	41.5200807880676	49.0	43.0	43	10.0	1.949142
HP1504101T2D_P22	39.280718981402444	46.0	43.0	43	10.0	1.642101
HP1504101T2D_P23	65.74139528218896	43.0	43.0	43	40.0	0.7516649999999999
HP1504101T2D_P24	46.77192375817402	49.0	43.0	43	10.0	2.9600049999999998
HP1504101T2D_P3	34.114092359633275	50.0	43.0	43	10.0	1.6570049999999998
HP1504101T2D_P4	47.34366588584587	45.0	43.0	43	20.0	1.13077
HP1504101T2D_P5	48.13688702557245	49.0	43.0	43	10.0	2.045767
HP1504101T2D_P6	4.417670682730929	45.0	43.0	43	20.0	0.0014939999999999999
HP1504101T2D_P7	39.21768450358816	47.0	43.0	43	10.0	1.5519049999999999
HP1504101T2D_P8	61.08192624182097	45.0	43.0	43	30.0	0.701809
HP1504101T2D_P9	41.425678452757374	48.0	43.0	43	10.0	1.273648
HP1504901_A1	73.48573399505624	48.0	43.0	43	40.0	0.156561
HP1504901_A10	43.90127018477338	45.0	43.0	43	30.0	0.443984
HP1504901_A11	81.11219195849546	46.0	43.0	43	40.0	0.41325599999999996
HP1504901_A12	76.08419323507746	48.0	43.0	43	40.0	0.153409
HP1504901_A13	80.87770617517467	50.0	43.0	43	40.0	0.136401
HP1504901_A14	54.55225280210122	45.0	43.0	43	40.0	0.592594
HP1504901_A15	71.77911149983413	48.0	43.0	43	40.0	0.165785
HP1504901_A16	40.59035502513774	45.0	43.0	43	30.0	0.406006
HP1504901_A17	77.78566522961142	49.0	43.0	43	40.0	0.17327099999999998
HP1504901_A18	80.718954248366	49.0	43.0	43	40.0	0.222768
HP1504901_A19	54.15492180403464	45.0	43.0	43	40.0	0.661557
HP1504901_A2	51.18083711758379	44.0	43.0	43	40.0	0.6342479999999999
HP1504901_A20	79.16606648082089	48.0	43.0	43	40.0	0.236038
HP1504901_A21	50.690554719674665	45.0	43.0	43	40.0	0.855007
HP1504901_A22	40.490835250026514	44.0	43.0	43	20.0	0.643088
HP1504901_A23	43.11965309506438	45.0	43.0	43	30.0	0.713982
HP1504901_A24	78.85587801917472	49.0	43.0	43	40.0	0.154057
HP1504901_A3	42.76131686504973	45.0	43.0	43	30.0	0.269673
HP1504901_A4	76.17508923539357	47.0	43.0	43	40.0	0.292765
HP1504901_A5	39.09556940688185	44.0	43.0	43	30.0	0.436081
HP1504901_A6	79.83459352557507	47.0	43.0	43	40.0	0.300351
HP1504901_A7	77.0386610341693	47.0	43.0	43	40.0	0.20571099999999998
HP1504901_A8	81.99647803462784	50.0	43.0	43	40.0	0.277118
HP1504901_A9	46.08106013633443	44.0	43.0	43	30.0	0.456551
HP1504901_B1	42.1858249023939	44.0	43.0	43	30.0	0.396209
HP1504901_B10	53.67297093437748	46.0	43.0	43	40.0	0.791229
HP1504901_B11	52.89332703525489	46.0	43.0	43	40.0	0.7531629999999999
HP1504901_B12	79.26818165264577	51.0	43.0	43	40.0	0.10983599999999999
HP1504901_B13	50.932713848509344	44.0	43.0	43	40.0	0.9433999999999999
HP1504901_B14	42.93319037643884	46.0	43.0	43	30.0	1.055853
HP1504901_B15	47.50614755398289	44.0	43.0	43	30.0	0.526412
HP1504901_B16	55.25116497354406	44.0	43.0	43	40.0	0.839622
HP1504901_B17	81.93308197576533	49.0	43.0	43	40.0	0.295197
HP1504901_B18	56.27895130047037	45.0	43.0	43	40.0	1.337936
HP1504901_B19	76.25949413140941	48.0	43.0	43	40.0	0.357326
HP1504901_B2	50.23035031620688	45.0	43.0	43	40.0	0.779648
HP1504901_B20	52.190146306962134	45.0	43.0	43	20.0	1.23718
HP1504901_B21	47.43476864264595	45.0	43.0	43	30.0	0.878586
HP1504901_B22	50.48964773304188	45.0	43.0	43	20.0	1.179698
HP1504901_B23	50.36659228733327	45.0	43.0	43	40.0	0.886231
HP1504901_B24	34.30133540488552	44.0	43.0	43	10.0	0.703073
HP1504901_B3	41.602125977255696	44.0	43.0	43	30.0	0.618227
HP1504901_B4	54.20972094145856	47.0	43.0	43	40.0	0.7947449999999999
HP1504901_B5	79.79878546669767	47.0	43.0	43	40.0	0.36985399999999996
HP1504901_B6	51.36443044899649	46.0	43.0	43	30.0	0.742228
HP1504901_B7	42.39128603098623	44.0	43.0	43	30.0	0.5005109999999999
HP1504901_B8	50.77356545124525	47.0	43.0	43	40.0	0.859583
HP1504901_B9	53.28911056023225	46.0	43.0	43	40.0	0.742023
HP1504901_C1	74.44064730997661	48.0	43.0	43	40.0	0.11499899999999999
HP1504901_C10	51.647587094267585	46.0	43.0	43	40.0	0.620305
HP1504901_C11	42.65818606202064	44.0	43.0	43	30.0	0.725804
HP1504901_C12	76.1964147571158	50.0	43.0	43	40.0	0.149948
HP1504901_C13	45.32331694734288	45.0	43.0	43	30.0	0.728499
HP1504901_C14	51.425813725250144	45.0	43.0	43	40.0	0.7776959999999999
HP1504901_C15	79.66490368372743	47.0	43.0	43	40.0	0.33447099999999996
HP1504901_C16	47.52581070784715	45.0	43.0	43	30.0	0.7943589999999999
HP1504901_C17	48.761115804772004	45.0	43.0	43	30.0	0.831475
HP1504901_C18	80.50925291847602	49.0	43.0	43	40.0	0.248246
HP1504901_C19	75.90576715426795	48.0	43.0	43	40.0	0.284317
HP1504901_C2	38.3742020892662	45.0	43.0	43	30.0	0.692195
HP1504901_C20	79.49022350472809	50.0	43.0	43	40.0	0.170153
HP1504901_C21	78.05107164812091	50.0	43.0	43	40.0	0.144777
HP1504901_C22	68.25176659942318	46.0	43.0	43	40.0	0.731297
HP1504901_C23	47.009607924643525	45.0	43.0	43	30.0	0.814794
HP1504901_C24	78.16536219280445	46.0	43.0	43	40.0	0.31046999999999997
HP1504901_C3	80.28032432524799	49.0	43.0	43	40.0	0.234086
HP1504901_C4	78.34010294925343	48.0	43.0	43	40.0	0.313164
HP1504901_C5	73.78634894075151	46.0	43.0	43	40.0	0.530882
HP1504901_C6	74.31885364998246	48.0	43.0	43	40.0	0.19959
HP1504901_C7	81.21175793612736	49.0	43.0	43	40.0	0.20854
HP1504901_C8	81.27964925246432	48.0	43.0	43	40.0	0.400516
HP1504901_C9	70.35805585024745	47.0	43.0	43	40.0	0.342452
HP1504901_D1	40.729418965867204	45.0	43.0	43	30.0	0.30922499999999997
HP1504901_D10	74.5474548966151	48.0	43.0	43	40.0	0.330851
HP1504901_D11	64.77164343360235	47.0	43.0	43	40.0	0.21808
HP1504901_D12	36.77401366499266	45.0	43.0	43	30.0	0.629585
HP1504901_D13	45.95819949406766	46.0	43.0	43	30.0	1.054375
HP1504901_D14	42.844345821415345	44.0	43.0	43	30.0	0.706128
HP1504901_D15	51.10591270877426	45.0	43.0	43	40.0	0.648619
HP1504901_D16	46.425160463277436	45.0	43.0	43	30.0	0.810271
HP1504901_D17	45.553997283693505	44.0	43.0	43	30.0	0.698781
HP1504901_D18	42.30500110518943	45.0	43.0	43	20.0	0.9749939999999999
HP1504901_D19	81.43101063369932	49.0	43.0	43	40.0	0.27760799999999997
HP1504901_D2	47.94211149842506	45.0	43.0	43	30.0	1.000291
HP1504901_D20	84.1873455139593	46.0	43.0	43	40.0	0.642265
HP1504901_D21	52.31901515622557	44.0	43.0	43	40.0	0.799578
HP1504901_D22	50.29927664540712	44.0	43.0	43	20.0	1.153421
HP1504901_D23	50.17473683089041	45.0	43.0	43	40.0	1.12394
HP1504901_D24	43.281554623246635	43.0	43.0	43	10.0	0.7549859999999999
HP1504901_D3	74.99372962126913	48.0	43.0	43	40.0	0.255168
HP1504901_D4	43.879638089171245	46.0	43.0	43	30.0	0.9194399999999999
HP1504901_D5	47.835033681172156	44.0	43.0	43	30.0	0.7340679999999999
HP1504901_D6	52.869504988706055	46.0	43.0	43	40.0	0.5915739999999999
HP1504901_D7	45.37106072767071	45.0	43.0	43	30.0	0.622178
HP1504901_D8	82.71570005892409	50.0	43.0	43	40.0	0.342814
HP1504901_D9	49.68957049623115	46.0	43.0	43	30.0	0.922904
HP1504901_E1	81.60836562450237	49.0	43.0	43	40.0	0.18839
HP1504901_E10	43.40950684670347	45.0	43.0	43	20.0	0.726128
HP1504901_E11	56.61978508867036	45.0	43.0	43	40.0	0.427905
HP1504901_E12	60.927752980716264	45.0	43.0	43	40.0	0.387332
HP1504901_E13	80.84405128514783	50.0	43.0	43	40.0	0.198732
HP1504901_E14	55.50232685320618	45.0	43.0	43	40.0	1.008338
HP1504901_E15	68.60039081582804	52.0	43.0	43	40.0	0.016375999999999998
HP1504901_E16	52.234517970231636	47.0	43.0	43	40.0	0.8630899999999999
HP1504901_E17	82.66048847032	49.0	43.0	43	40.0	0.312281
HP1504901_E18	56.5569543827532	45.0	43.0	43	40.0	0.876852
HP1504901_E19	83.38303422228864	47.0	43.0	43	40.0	0.5888559999999999
HP1504901_E2	43.91907630672783	46.0	43.0	43	30.0	0.904729
HP1504901_E20	77.86633378602349	50.0	43.0	43	40.0	0.6750959999999999
HP1504901_E21	55.945777638570036	46.0	43.0	43	40.0	0.936855
HP1504901_E22	84.54761202776534	49.0	43.0	43	40.0	0.549462
HP1504901_E23	56.60947909775995	45.0	43.0	43	40.0	0.891826
HP1504901_E24	44.15341345560716	43.0	43.0	43	10.0	0.7300989999999999
HP1504901_E3	79.74372267488765	47.0	43.0	43	40.0	0.360703
HP1504901_E4	83.63052889709667	48.0	43.0	43	40.0	0.561527
HP1504901_E5	83.45040026332296	49.0	43.0	43	40.0	0.322038
HP1504901_E6	45.01443081257017	46.0	43.0	43	30.0	0.688705
HP1504901_E7	80.9412556393828	50.0	43.0	43	40.0	0.21101599999999998
HP1504901_E8	84.31326746890782	50.0	43.0	43	40.0	0.406694
HP1504901_E9	39.32439660767836	46.0	43.0	43	30.0	0.7407739999999999
HP1504901_F1	42.899233084215915	44.0	43.0	43	30.0	0.41329299999999997
HP1504901_F10	56.771113308555584	45.0	43.0	43	40.0	1.0858029999999999
HP1504901_F11	45.14075701770952	46.0	43.0	43	30.0	0.451409
HP1504901_F12	50.38602020848245	45.0	43.0	43	40.0	0.682426
HP1504901_F13	58.41247035828129	45.0	43.0	43	40.0	0.5411509999999999
