Sample	Unique Reads	Duplicate Reads
HP1525301T2D_L13	178292.0	75549.0
HP1525301T2D_L14	292004.0	147310.0
HP1525301T2D_L15	119229.0	78008.0
HP1525301T2D_L16	219636.0	106287.0
HP1525301T2D_L17	125212.0	88797.0
HP1525301T2D_L18	91954.0	270455.0
HP1525301T2D_L19	101781.0	334306.0
HP1525301T2D_L2	286287.0	137140.0
HP1525301T2D_L20	235329.0	110998.0
HP1525301T2D_L21	88970.0	237417.0
HP1525301T2D_L22	329056.0	171838.0
HP1525301T2D_L23	272611.0	120967.0
HP1525301T2D_L24	266847.0	184227.0
HP1525301T2D_L3	163539.0	306348.0
HP1525301T2D_L4	246002.0	102057.0
HP1525301T2D_L5	190770.0	116082.0
HP1525301T2D_L6	259245.0	86045.0
HP1525301T2D_L7	89783.0	284752.0
HP1525301T2D_L8	273825.0	83418.0
HP1525301T2D_L9	248446.0	149316.0
HP1525301T2D_M1	165170.0	336802.0
HP1525301T2D_M10	339638.0	237987.0
HP1525301T2D_M11	344179.0	179246.0
HP1525301T2D_M12	315675.0	196703.0
HP1525301T2D_M13	333441.0	220972.0
HP1525301T2D_M14	176018.0	99852.0
HP1525301T2D_M15	378886.0	215236.0
HP1525301T2D_M16	270815.0	261420.0
HP1525301T2D_M17	311677.0	209914.0
HP1525301T2D_M18	97513.0	260480.0
HP1525301T2D_M19	134334.0	471944.0
HP1525301T2D_M2	347765.0	135375.0
HP1525301T2D_M20	304321.0	119052.0
HP1525301T2D_M21	100555.0	543564.0
HP1525301T2D_M22	241495.0	358199.0
HP1525301T2D_M23	132965.0	529814.0
HP1525301T2D_M24	123132.0	523068.0
HP1525301T2D_M3	97178.0	522223.0
HP1525301T2D_M4	124694.0	299157.0
HP1525301T2D_M5	297555.0	157769.0
HP1525301T2D_M6	274208.0	136481.0
HP1525301T2D_M7	391278.0	266841.0
HP1525301T2D_M8	275148.0	125405.0
HP1525301T2D_M9	302253.0	183210.0
HP1525301T2D_N1	385394.0	157680.0
HP1525301T2D_N10	351680.0	176334.0
HP1525301T2D_N11	270681.0	118799.0
HP1525301T2D_N12	316124.0	158725.0
HP1525301T2D_N13	256455.0	169440.0
HP1525301T2D_N14	292481.0	156551.0
HP1525301T2D_N15	210423.0	228210.0
HP1525301T2D_N16	255752.0	142044.0
HP1525301T2D_N17	102788.0	303223.0
HP1525301T2D_N18	201360.0	117535.0
HP1525301T2D_N19	231850.0	269693.0
HP1525301T2D_N2	88373.0	201084.0
HP1525301T2D_N20	284585.0	128851.0
HP1525301T2D_N21	295793.0	172504.0
HP1525301T2D_N22	129118.0	398424.0
HP1525301T2D_N23	260966.0	136007.0
HP1525301T2D_N24	271013.0	224622.0
HP1525301T2D_N3	268734.0	202604.0
HP1525301T2D_N4	226421.0	164819.0
HP1525301T2D_N5	287803.0	167641.0
HP1525301T2D_N6	307677.0	114500.0
HP1525301T2D_N7	258994.0	126792.0
HP1525301T2D_N8	215552.0	187474.0
HP1525301T2D_N9	216072.0	156681.0
HP1525301T2D_O1	170212.0	68028.0
HP1525301T2D_O10	193496.0	307558.0
HP1525301T2D_O11	91227.0	27926.0
HP1525301T2D_O12	85513.0	329126.0
HP1525301T2D_O13	93757.0	55661.0
HP1525301T2D_O14	230142.0	105077.0
HP1525301T2D_O15	108178.0	191351.0
HP1525301T2D_O16	263055.0	185763.0
HP1525301T2D_O17	192849.0	86966.0
HP1525301T2D_O18	212365.0	117770.0
HP1525301T2D_O19	94820.0	334524.0
HP1525301T2D_O2	165000.0	95570.0
HP1525301T2D_O20	269222.0	104116.0
HP1525301T2D_O21	125085.0	318506.0
HP1525301T2D_O22	277272.0	164045.0
HP1525301T2D_O23	241137.0	94249.0
HP1525301T2D_O24	276071.0	157493.0
HP1525301T2D_O3	151141.0	82216.0
HP1525301T2D_O4	58913.0	184153.0
HP1525301T2D_O5	185072.0	81775.0
HP1525301T2D_O6	187628.0	98314.0
HP1525301T2D_O7	170675.0	48735.0
HP1525301T2D_O8	149874.0	235753.0
HP1525301T2D_O9	282453.0	107687.0
HP1525301T2D_P1	345869.0	215314.0
HP1525301T2D_P10	96892.0	304032.0
HP1525301T2D_P11	226848.0	135367.0
HP1525301T2D_P12	92452.0	307899.0
HP1525301T2D_P13	306262.0	153247.0
HP1525301T2D_P14	286706.0	133952.0
HP1525301T2D_P15	193025.0	62511.0
HP1525301T2D_P16	239560.0	88430.0
HP1525301T2D_P17	240348.0	126655.0
HP1525301T2D_P18	166325.0	110875.0
HP1525301T2D_P19	227478.0	157422.0
HP1525301T2D_P2	280122.0	73294.0
HP1525301T2D_P20	226435.0	123890.0
HP1525301T2D_P21	224654.0	110816.0
HP1525301T2D_P22	232341.0	173717.0
HP1525301T2D_P23	265414.0	141487.0
HP1525301T2D_P24	235660.0	200217.0
HP1525301T2D_P3	100836.0	337004.0
HP1525301T2D_P4	230988.0	90931.0
HP1525301T2D_P5	316430.0	188230.0
HP1525301T2D_P6	252991.0	146068.0
HP1525301T2D_P7	101737.0	323081.0
HP1525301T2D_P8	181437.0	138487.0
HP1525301T2D_P9	238395.0	220089.0
HP1526901T2D_A1	430113.0	499865.0
HP1526901T2D_A10	332473.0	315820.0
HP1526901T2D_A11	422743.0	333760.0
HP1526901T2D_A12	408643.0	340794.0
HP1526901T2D_A13	316790.0	303809.0
HP1526901T2D_A14	391039.0	377071.0
HP1526901T2D_A15	565435.0	439097.0
HP1526901T2D_A16	419977.0	433787.0
HP1526901T2D_A17	409349.0	390527.0
HP1526901T2D_A18	198826.0	461737.0
HP1526901T2D_A19	394913.0	460461.0
HP1526901T2D_A2	465837.0	462714.0
HP1526901T2D_A20	392121.0	385325.0
HP1526901T2D_A21	498746.0	248436.0
HP1526901T2D_A22	418017.0	354793.0
HP1526901T2D_A23	295429.0	327629.0
HP1526901T2D_A24	420556.0	332381.0
HP1526901T2D_A3	558480.0	471667.0
HP1526901T2D_A4	404261.0	409958.0
HP1526901T2D_A5	446550.0	501040.0
HP1526901T2D_A6	289076.0	221822.0
HP1526901T2D_A7	461445.0	542457.0
HP1526901T2D_A8	232430.0	134690.0
HP1526901T2D_A9	235446.0	131765.0
HP1526901T2D_B1	420388.0	424843.0
HP1526901T2D_B10	307102.0	290543.0
HP1526901T2D_B11	440790.0	279173.0
HP1526901T2D_B12	501936.0	401862.0
HP1526901T2D_B13	456109.0	289128.0
HP1526901T2D_B14	297189.0	207509.0
HP1526901T2D_B15	85692.0	275400.0
HP1526901T2D_B16	149109.0	576891.0
HP1526901T2D_B17	350235.0	306417.0
HP1526901T2D_B18	347446.0	310120.0
HP1526901T2D_B19	146245.0	549204.0
HP1526901T2D_B2	102002.0	436422.0
HP1526901T2D_B20	331544.0	273520.0
HP1526901T2D_B21	130939.0	585711.0
HP1526901T2D_B22	135562.0	518636.0
HP1526901T2D_B23	384779.0	294212.0
HP1526901T2D_B24	416516.0	308233.0
HP1526901T2D_B3	492530.0	284279.0
HP1526901T2D_B4	325681.0	311578.0
HP1526901T2D_B5	340717.0	401055.0
HP1526901T2D_B6	356291.0	359490.0
HP1526901T2D_B7	324995.0	295761.0
HP1526901T2D_B8	77590.0	302549.0
HP1526901T2D_B9	318775.0	349198.0
HP1526901T2D_C1	480743.0	258337.0
HP1526901T2D_C10	319218.0	288286.0
HP1526901T2D_C11	313330.0	331666.0
HP1526901T2D_C12	125806.0	357441.0
HP1526901T2D_C13	424206.0	222846.0
HP1526901T2D_C14	410068.0	218154.0
HP1526901T2D_C15	336648.0	254692.0
HP1526901T2D_C16	384573.0	279659.0
HP1526901T2D_C17	263864.0	185890.0
HP1526901T2D_C18	93407.0	287967.0
HP1526901T2D_C19	380755.0	196741.0
HP1526901T2D_C2	384761.0	170777.0
HP1526901T2D_C20	253201.0	210129.0
HP1526901T2D_C21	64804.0	169347.0
HP1526901T2D_C22	324758.0	152874.0
HP1526901T2D_C23	320752.0	145424.0
HP1526901T2D_C24	220587.0	185338.0
HP1526901T2D_C3	386511.0	354904.0
HP1526901T2D_C4	314437.0	206325.0
HP1526901T2D_C5	115631.0	455559.0
HP1526901T2D_C6	348974.0	267856.0
HP1526901T2D_C7	178756.0	462413.0
HP1526901T2D_C8	222121.0	116666.0
HP1526901T2D_C9	123941.0	321574.0
HP1526901T2D_D1	468164.0	285635.0
HP1526901T2D_D10	408630.0	212114.0
HP1526901T2D_D11	101885.0	412974.0
HP1526901T2D_D12	526197.0	319747.0
HP1526901T2D_D13	100777.0	317494.0
HP1526901T2D_D14	353903.0	202996.0
HP1526901T2D_D15	108840.0	177478.0
HP1526901T2D_D16	353469.0	294736.0
HP1526901T2D_D17	215710.0	197520.0
HP1526901T2D_D18	183722.0	166807.0
HP1526901T2D_D19	343131.0	290666.0
HP1526901T2D_D2	386900.0	135808.0
HP1526901T2D_D20	70904.0	182360.0
HP1526901T2D_D21	286705.0	187963.0
HP1526901T2D_D22	319827.0	233474.0
HP1526901T2D_D23	44052.0	78670.0
HP1526901T2D_D24	121195.0	559291.0
HP1526901T2D_D3	461934.0	260725.0
HP1526901T2D_D4	300561.0	207443.0
HP1526901T2D_D5	288309.0	345530.0
HP1526901T2D_D6	101366.0	488993.0
HP1526901T2D_D7	273210.0	193053.0
HP1526901T2D_D8	305875.0	181586.0
HP1526901T2D_D9	376920.0	267857.0
HP1526901T2D_E1	633656.0	431062.0
HP1526901T2D_E10	594136.0	313281.0
HP1526901T2D_E11	421442.0	426919.0
HP1526901T2D_E12	157685.0	710190.0
HP1526901T2D_E13	168636.0	726905.0
HP1526901T2D_E14	499741.0	537030.0
HP1526901T2D_E15	646480.0	394317.0
HP1526901T2D_E16	525983.0	401773.0
HP1526901T2D_E17	270397.0	416968.0
HP1526901T2D_E18	416922.0	253480.0
HP1526901T2D_E19	437527.0	405263.0
HP1526901T2D_E2	437141.0	414723.0
HP1526901T2D_E20	346005.0	274371.0
HP1526901T2D_E21	398932.0	251527.0
HP1526901T2D_E22	421575.0	255032.0
HP1526901T2D_E23	359322.0	364561.0
HP1526901T2D_E24	133833.0	585596.0
HP1526901T2D_E3	527123.0	509360.0
HP1526901T2D_E4	109939.0	33202.0
HP1526901T2D_E5	566712.0	508122.0
HP1526901T2D_E6	487291.0	408721.0
HP1526901T2D_E7	164047.0	706529.0
HP1526901T2D_E8	417440.0	315142.0
HP1526901T2D_E9	491291.0	316041.0
HP1526901T2D_F1	200823.0	87433.0
HP1526901T2D_F10	509618.0	346512.0
HP1526901T2D_F11	156500.0	606347.0
HP1526901T2D_F12	515928.0	269368.0
HP1526901T2D_F13	176717.0	655219.0
HP1526901T2D_F14	182549.0	720507.0
HP1526901T2D_F15	551278.0	233756.0
HP1526901T2D_F16	420186.0	263784.0
HP1526901T2D_F17	228450.0	167629.0
HP1526901T2D_F18	196476.0	140246.0
HP1526901T2D_F19	493667.0	291924.0
HP1526901T2D_F2	290386.0	140917.0
HP1526901T2D_F20	277365.0	196851.0
HP1526901T2D_F21	418737.0	323219.0
HP1526901T2D_F22	437275.0	303272.0
HP1526901T2D_F23	503962.0	384624.0
HP1526901T2D_F24	484441.0	357665.0
HP1526901T2D_F3	526161.0	421698.0
HP1526901T2D_F4	213615.0	331943.0
HP1526901T2D_F5	344750.0	337987.0
HP1526901T2D_F6	59689.0	76901.0
HP1526901T2D_F7	542261.0	339949.0
HP1526901T2D_F8	241810.0	96143.0
HP1526901T2D_F9	508625.0	331500.0
HP1526901T2D_G1	569198.0	357630.0
HP1526901T2D_G10	532027.0	446541.0
HP1526901T2D_G11	508431.0	346335.0
HP1526901T2D_G12	171527.0	711906.0
HP1526901T2D_G13	758452.0	540174.0
HP1526901T2D_G14	380801.0	156584.0
HP1526901T2D_G15	124360.0	361357.0
HP1526901T2D_G16	532228.0	460613.0
HP1526901T2D_G17	423349.0	380414.0
HP1526901T2D_G18	396502.0	247514.0
HP1526901T2D_G19	583243.0	530459.0
HP1526901T2D_G2	321385.0	286782.0
HP1526901T2D_G20	119683.0	368032.0
HP1526901T2D_G21	485149.0	438737.0
HP1526901T2D_G22	683181.0	401739.0
HP1526901T2D_G23	562818.0	565322.0
HP1526901T2D_G24	579556.0	541411.0
HP1526901T2D_G3	171691.0	767840.0
HP1526901T2D_G4	483367.0	535098.0
HP1526901T2D_G5	132465.0	356931.0
HP1526901T2D_G6	135464.0	460250.0
HP1526901T2D_G7	713315.0	467512.0
HP1526901T2D_G8	461897.0	274524.0
HP1526901T2D_G9	629824.0	453019.0
HP1526901T2D_H1	175494.0	785217.0
HP1526901T2D_H10	445645.0	402886.0
HP1526901T2D_H11	182493.0	672810.0
HP1526901T2D_H12	657234.0	495298.0
HP1526901T2D_H13	162107.0	783826.0
HP1526901T2D_H14	426285.0	279239.0
HP1526901T2D_H15	173106.0	758155.0
HP1526901T2D_H16	609287.0	468817.0
HP1526901T2D_H17	543386.0	374019.0
HP1526901T2D_H18	587388.0	546991.0
HP1526901T2D_H19	575679.0	473037.0
HP1526901T2D_H2	586568.0	424335.0
HP1526901T2D_H20	493236.0	369084.0
HP1526901T2D_H21	602808.0	556901.0
HP1526901T2D_H22	570753.0	572668.0
HP1526901T2D_H23	660569.0	556572.0
HP1526901T2D_H24	484478.0	649569.0
HP1526901T2D_H3	701953.0	480053.0
HP1526901T2D_H4	426364.0	417260.0
HP1526901T2D_H5	526276.0	414682.0
HP1526901T2D_H6	573887.0	374088.0
HP1526901T2D_H7	162397.0	644017.0
HP1526901T2D_H8	470223.0	278616.0
HP1526901T2D_H9	447206.0	278573.0
HP1526901T2D_I1	379626.0	198234.0
HP1526901T2D_I10	506915.0	393656.0
HP1526901T2D_I11	536300.0	382188.0
HP1526901T2D_I12	563908.0	325015.0
HP1526901T2D_I13	400863.0	418354.0
HP1526901T2D_I14	547360.0	331110.0
HP1526901T2D_I15	417039.0	423117.0
HP1526901T2D_I16	532348.0	320582.0
HP1526901T2D_I17	310474.0	178798.0
HP1526901T2D_I18	452077.0	358641.0
HP1526901T2D_I19	335415.0	202348.0
HP1526901T2D_I2	118033.0	453194.0
HP1526901T2D_I20	306077.0	212530.0
HP1526901T2D_I21	352588.0	233869.0
HP1526901T2D_I22	335567.0	285195.0
HP1526901T2D_I23	100213.0	319961.0
HP1526901T2D_I24	316715.0	191821.0
HP1526901T2D_I3	438499.0	422190.0
HP1526901T2D_I4	428450.0	334442.0
HP1526901T2D_I5	307837.0	271455.0
HP1526901T2D_I6	446676.0	361282.0
HP1526901T2D_I7	588541.0	370271.0
HP1526901T2D_I8	394980.0	216633.0
HP1526901T2D_I9	534913.0	299957.0
HP1526901T2D_J1	458512.0	322173.0
HP1526901T2D_J10	136478.0	524233.0
HP1526901T2D_J11	516943.0	196242.0
HP1526901T2D_J12	584963.0	345465.0
HP1526901T2D_J13	544425.0	304590.0
HP1526901T2D_J14	462756.0	290118.0
HP1526901T2D_J15	139854.0	508782.0
HP1526901T2D_J16	155451.0	685592.0
HP1526901T2D_J17	417069.0	261450.0
HP1526901T2D_J18	311724.0	176304.0
HP1526901T2D_J19	414064.0	230224.0
HP1526901T2D_J2	259381.0	167014.0
HP1526901T2D_J20	321599.0	321098.0
HP1526901T2D_J21	498458.0	500464.0
HP1526901T2D_J22	489609.0	490815.0
HP1526901T2D_J23	129168.0	424240.0
HP1526901T2D_J24	458325.0	404309.0
HP1526901T2D_J3	523365.0	352780.0
HP1526901T2D_J4	319216.0	186942.0
HP1526901T2D_J5	393595.0	312934.0
HP1526901T2D_J6	176156.0	98087.0
HP1526901T2D_J7	127901.0	434519.0
HP1526901T2D_J8	315881.0	227082.0
HP1526901T2D_J9	175444.0	546272.0
HP1526901T2D_K1	635007.0	432095.0
HP1526901T2D_K10	461753.0	570672.0
HP1526901T2D_K11	698484.0	495359.0
HP1526901T2D_K12	621361.0	383766.0
HP1526901T2D_K13	178054.0	1187959.0
HP1526901T2D_K14	486924.0	579204.0
HP1526901T2D_K15	650755.0	508412.0
HP1526901T2D_K16	173439.0	1151220.0
HP1526901T2D_K17	405045.0	362923.0
HP1526901T2D_K18	517947.0	359218.0
HP1526901T2D_K19	583404.0	426428.0
HP1526901T2D_K2	606185.0	400120.0
HP1526901T2D_K20	424718.0	447010.0
HP1526901T2D_K21	549844.0	411618.0
HP1526901T2D_K22	642183.0	572487.0
HP1526901T2D_K23	591163.0	651650.0
HP1526901T2D_K24	546689.0	582947.0
HP1526901T2D_K3	520786.0	584308.0
HP1526901T2D_K4	460154.0	307902.0
HP1526901T2D_K5	157526.0	756593.0
HP1526901T2D_K6	324040.0	189921.0
HP1526901T2D_K7	563451.0	485579.0
HP1526901T2D_K8	134263.0	449088.0
HP1526901T2D_K9	174470.0	780339.0
HP1526901T2D_L1	600343.0	475939.0
HP1526901T2D_L10	135863.0	545366.0
HP1526901T2D_L11	353877.0	202080.0
HP1526901T2D_L12	503028.0	252653.0
HP1526901T2D_L13	426038.0	269436.0
HP1526901T2D_L14	376360.0	274084.0
HP1526901T2D_L15	233631.0	155394.0
HP1526901T2D_L16	396367.0	340190.0
HP1526901T2D_L17	245092.0	183520.0
HP1526901T2D_L18	100870.0	351952.0
HP1526901T2D_L19	448059.0	258300.0
HP1526901T2D_L2	506739.0	253652.0
HP1526901T2D_L20	118271.0	442314.0
HP1526901T2D_L21	637517.0	381731.0
HP1526901T2D_L22	167578.0	674872.0
HP1526901T2D_L23	602707.0	378433.0
HP1526901T2D_L24	450654.0	490116.0
HP1526901T2D_L3	422950.0	252375.0
HP1526901T2D_L4	287115.0	250087.0
HP1526901T2D_L5	521505.0	259075.0
HP1526901T2D_L6	317439.0	263273.0
HP1526901T2D_L7	371780.0	275297.0
HP1526901T2D_L8	100982.0	330755.0
HP1526901T2D_L9	118945.0	433483.0
HP1526901T2D_M1	526821.0	574958.0
HP1526901T2D_M10	181959.0	1105496.0
HP1526901T2D_M11	198264.0	1119621.0
HP1526901T2D_M12	328862.0	973695.0
HP1526901T2D_M13	697070.0	565178.0
HP1526901T2D_M14	572463.0	666779.0
HP1526901T2D_M15	584140.0	657356.0
HP1526901T2D_M16	504965.0	431807.0
HP1526901T2D_M17	167209.0	695379.0
HP1526901T2D_M18	323888.0	430539.0
HP1526901T2D_M19	462011.0	515464.0
HP1526901T2D_M2	384612.0	259711.0
HP1526901T2D_M20	572086.0	357207.0
HP1526901T2D_M21	677737.0	581490.0
HP1526901T2D_M22	733663.0	512899.0
HP1526901T2D_M23	604086.0	530898.0
HP1526901T2D_M24	520815.0	442813.0
HP1526901T2D_M3	666696.0	521759.0
HP1526901T2D_M4	607413.0	421202.0
HP1526901T2D_M5	210675.0	1051403.0
HP1526901T2D_M6	153308.0	625964.0
HP1526901T2D_M7	655547.0	612160.0
HP1526901T2D_M8	558618.0	427783.0
HP1526901T2D_M9	175650.0	852695.0
HP1526901T2D_N1	601018.0	617396.0
HP1526901T2D_N10	376119.0	398196.0
HP1526901T2D_N11	503389.0	304424.0
HP1526901T2D_N12	466477.0	512376.0
HP1526901T2D_N13	460098.0	360613.0
HP1526901T2D_N14	492783.0	380084.0
HP1526901T2D_N15	438544.0	348904.0
HP1526901T2D_N16	510767.0	403926.0
HP1526901T2D_N17	129126.0	675613.0
HP1526901T2D_N18	346664.0	226660.0
HP1526901T2D_N19	528420.0	409908.0
HP1526901T2D_N2	401643.0	199691.0
HP1526901T2D_N20	451933.0	324947.0
HP1526901T2D_N21	508736.0	333875.0
HP1526901T2D_N22	160692.0	773235.0
HP1526901T2D_N23	573622.0	499671.0
HP1526901T2D_N24	158669.0	919514.0
HP1526901T2D_N3	462168.0	473668.0
HP1526901T2D_N4	175821.0	125589.0
HP1526901T2D_N5	347144.0	367151.0
HP1526901T2D_N6	456462.0	292980.0
HP1526901T2D_N7	222075.0	171325.0
HP1526901T2D_N8	342333.0	166844.0
HP1526901T2D_N9	541824.0	357654.0
HP1526901T2D_O1	348404.0	286060.0
HP1526901T2D_O10	509785.0	403626.0
HP1526901T2D_O11	99208.0	270483.0
HP1526901T2D_O12	411552.0	474678.0
HP1526901T2D_O13	180519.0	156051.0
HP1526901T2D_O14	464424.0	406020.0
HP1526901T2D_O15	291012.0	289887.0
HP1526901T2D_O16	153168.0	598719.0
HP1526901T2D_O17	277991.0	285437.0
HP1526901T2D_O18	137572.0	610505.0
HP1526901T2D_O19	411190.0	268101.0
HP1526901T2D_O2	371709.0	171243.0
HP1526901T2D_O20	132627.0	568932.0
HP1526901T2D_O21	363111.0	317703.0
HP1526901T2D_O22	426798.0	371903.0
HP1526901T2D_O23	474740.0	295031.0
HP1526901T2D_O24	294105.0	303844.0
HP1526901T2D_O3	408091.0	220670.0
HP1526901T2D_O4	251297.0	144621.0
HP1526901T2D_O5	370421.0	243502.0
HP1526901T2D_O6	438595.0	312347.0
HP1526901T2D_O7	356387.0	237459.0
HP1526901T2D_O8	302358.0	269989.0
HP1526901T2D_O9	393071.0	335269.0
HP1526901T2D_P1	373787.0	250690.0
HP1526901T2D_P10	195425.0	178038.0
HP1526901T2D_P11	177744.0	136534.0
HP1526901T2D_P12	347824.0	224297.0
HP1526901T2D_P13	326955.0	188514.0
HP1526901T2D_P14	270753.0	171103.0
HP1526901T2D_P15	56081.0	160188.0
HP1526901T2D_P16	80902.0	255884.0
HP1526901T2D_P17	209410.0	219636.0
HP1526901T2D_P18	192221.0	149521.0
HP1526901T2D_P19	331268.0	213531.0
HP1526901T2D_P2	249693.0	137827.0
HP1526901T2D_P20	285898.0	169735.0
HP1526901T2D_P21	363910.0	280637.0
HP1526901T2D_P22	297528.0	389813.0
HP1526901T2D_P23	452001.0	268517.0
HP1526901T2D_P24	100309.0	333707.0
HP1526901T2D_P3	90219.0	300217.0
HP1526901T2D_P4	193219.0	126199.0
HP1526901T2D_P5	82484.0	237843.0
HP1526901T2D_P6	61540.0	174566.0
HP1526901T2D_P7	224901.0	206660.0
HP1526901T2D_P8	221294.0	263183.0
HP1526901T2D_P9	213607.0	216421.0
